承包土地来种植水果,待回复,三农 建言,王***,2019-11-3010:57,我有个致富水果品种，打算承包土地投资种植，问问有什么政府帮助没得？？,,,
西门巷棚户区改造什么时候进行？,已办理,城建 咨询,匿***,2017-04-0910:14,尊敬的杨书记你好！我是临翔区西门巷的居民，我想咨询下成们西门巷这片的棚户区改造要什么时候进行？,中共临沧市委办公室,网民同志：您好！　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东书记高度重视，及时责成临翔区认真调查处理。现将有关情况回复如下：　　针对您咨询的西门巷棚户区改造何时进行的问题，经临翔区与市规划局、市住建局等相关部门对接，西门巷棚户区是否改造须以市政府关于临沧城旧城改造的计划为准，具体改造时间还未确定。目前，临翔区实施的头塘街片区、章嘎片区、旗山路西段片区、南京凹片区4个棚户区改造项目尚未结束，待改造项目结束后，将根据市政府临沧城旧城改造的计划方案，进行项目申报。　　如还有什么问题，可直接向临翔区住建局联系，联系电话：2123538。　　感谢您对我市工作的理解和支持，祝您身体健康、工作顺利！,回复时间：2017-04-17 11:37
关于云县澜沧江广场项目的问题,已办理,城建 投诉,匿***,2017-04-0719:40,杨书记，您好！2017年时间过去将近一半了，可澜沧江广场项目的工地上仍然空无一人。请问杨书记，我们什么时候能住进自己的房子？,中共临沧市委办公室,网民同志：　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东书记高度重视，责成市级相关部门、云县委、政府认真协调处理。现将有关情况回复如下：　　目前，云县委、政府成立了工作专班，认真研究项目建设存在的困难问题，制定了下步恢复项目建设的措施：一是项目建设企业将于2017年5月底以前与购房户代表见面通报项目建设处理工作情况。二是由云南星凯房地产开发有限公司筹措资金，负责继续完成澜沧江广场项目建设工作，力争2017年6月底以前全面恢复施工，于12月底以前组织项目验收并交房。三是由云县政法委牵头，县住建局、国土局、人社局、维稳办、信访局等相关职能部门组成项目建设督查组，负责跟踪监督项目进展情况。　　云县委、政府将督促督查项目完成建设，切实保障广大购房户的合法权益。　　感谢您对我市工作的理解与支持，祝您身体健康，工作顺利。 ,回复时间：2017-05-10 16:53
云南澜沧江酒业集团澜沧江广场项目烂尾问题,已办理,城建 投诉,匿***,2017-04-0107:13,杨书记，您好！我是云县澜沧江广场的业主，自该项目停工以来，相关单位自始至终都没有对何时复工何时交房做一个正式的说明，各种消息更是满天飞。我们不断的向市县相关部门反映该问题，得到的答案除了开会还是开会，工地上却依旧空无一人，一点实质性的进展都没有，政府的公信力何在？！这三年来，我们已经被欺骗的太多次了，请杨书记还我们一个公道！,中共临沧市委办公室,网民同志：　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东书记高度重视，责成市级相关部门、云县委、政府认真协调处理。现将有关情况回复如下：　　目前，云县委、政府成立了工作专班，认真研究项目建设存在的困难问题，制定了下步恢复项目建设的措施：一是项目建设企业将于2017年5月底以前与购房户代表见面通报项目建设处理工作情况。二是由云南星凯房地产开发有限公司筹措资金，负责继续完成澜沧江广场项目建设工作，力争2017年6月底以前全面恢复施工，于12月底以前组织项目验收并交房。三是由云县政法委牵头，县住建局、国土局、人社局、维稳办、信访局等相关职能部门组成项目建设督查组，负责跟踪监督项目进展情况。　　云县委、政府将督促督查项目完成建设，切实保障广大购房户的合法权益。　　感谢您对我市工作的理解与支持，祝您身体健康，工作顺利。 ,回复时间：2017-05-10 16:52
关于云县澜沧江广场烂尾问题,已办理,城建 求助,匿***,2017-04-0107:04,尊敬的杨书记您好！我是澜沧江烂尾楼业主之一，无奈之下向您哭诉。说好的14年10月1日交房，现如今已近三年，计划好做婚房，我儿子都两岁多了还没住上，如今依然租住在几十平方的小房子里，每个月要还高额的贷款，每个月付着不少的房租，生活步履维艰。我们多次寻求政府的帮助都无结果。无奈之下只能求助于杨书记您，只希望杨书记能还我们一个公道!,中共临沧市委办公室,网民同志：　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东书记高度重视，责成市级相关部门、云县委、政府认真协调处理。现将有关情况回复如下：　　目前，云县委、政府成立了工作专班，认真研究项目建设存在的困难问题，制定了下步恢复项目建设的措施：一是项目建设企业将于2017年5月底以前与购房户代表见面通报项目建设处理工作情况。二是由云南星凯房地产开发有限公司筹措资金，负责继续完成澜沧江广场项目建设工作，力争2017年6月底以前全面恢复施工，于12月底以前组织项目验收并交房。三是由云县政法委牵头，县住建局、国土局、人社局、维稳办、信访局等相关职能部门组成项目建设督查组，负责跟踪监督项目进展情况。　　云县委、政府将督促督查项目完成建设，切实保障广大购房户的合法权益。　　感谢您对我市工作的理解与支持，祝您身体健康，工作顺利。 ,回复时间：2017-05-10 16:55
云南澜沧江酒业集团地产项目烂尾问题,已办理,城建 投诉,匿***,2017-03-3107:15,杨书记，您好！我是云县澜沧江广场的业主，这个项目的问题，想必您也了解了.我在这里想问的是，难道政府还在袒护这么一个资不抵债、毫无诚信的企业，任由他们肆意欺骗政府和我们这些业主？我们的耐心已经被消磨的差不多了！我们什么时候才能住进我们自己的房子？请杨书记还我们一个公道！,中共临沧市委办公室,网民同志：　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东书记高度重视，责成市级相关部门、云县委、政府认真协调处理。现将有关情况回复如下：　　目前，云县委、政府成立了工作专班，认真研究项目建设存在的困难问题，制定了下步恢复项目建设的措施：一是项目建设企业将于2017年5月底以前与购房户代表见面通报项目建设处理工作情况。二是由云南星凯房地产开发有限公司筹措资金，负责继续完成澜沧江广场项目建设工作，力争2017年6月底以前全面恢复施工，于12月底以前组织项目验收并交房。三是由云县政法委牵头，县住建局、国土局、人社局、维稳办、信访局等相关职能部门组成项目建设督查组，负责跟踪监督项目进展情况。　　云县委、政府将督促督查项目完成建设，切实保障广大购房户的合法权益。　　感谢您对我市工作的理解与支持，祝您身体健康，工作顺利。 ,回复时间：2017-05-10 16:52
澜沧江酒业集团地产项目烂尾问题,已办理,城建 投诉,匿***,2017-03-3008:22,杨书记，您好！我是云县澜沧江广场的业主，这个项目的问题，想必您也了解了.我在这里想问的是，难道政府还在袒护这么一个资不抵债、毫无诚信的企业，任由他们肆意欺骗政府和我们这些业主？！我们的耐心已经被消磨的差不多了！我们什么时候才能住进我们自己的房子？请杨书记还我们一个公道！,中共临沧市委办公室,网民同志：　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东书记高度重视，责成市级相关部门、云县委、政府认真协调处理。现将有关情况回复如下：　　目前，云县委、政府成立了工作专班，认真研究项目建设存在的困难问题，制定了下步恢复项目建设的措施：一是项目建设企业将于2017年5月底以前与购房户代表见面通报项目建设处理工作情况。二是由云南星凯房地产开发有限公司筹措资金，负责继续完成澜沧江广场项目建设工作，力争2017年6月底以前全面恢复施工，于12月底以前组织项目验收并交房。三是由云县政法委牵头，县住建局、国土局、人社局、维稳办、信访局等相关职能部门组成项目建设督查组，负责跟踪监督项目进展情况。　　云县委、政府将督促督查项目完成建设，切实保障广大购房户的合法权益。　　感谢您对我市工作的理解与支持，祝您身体健康，工作顺利。 ,回复时间：2017-05-10 16:51
再提临沧批发市场以路为市问题,已办理,城建 建言,匿***,2017-03-3006:21,尊敬的杨书记：    本人于2016年12月22日提了“临沧批发市场以路为市问题”的建议，得到了有关部门的回复，非常感谢有关部门的重视。但本人还有不满意的地方，再提一次：    1.有关部门说那里属“临时性蔬菜交易集散地”，可据我了解，已经临时了起码5-6年了。    2.南天路和旗山路是临沧室内的主干道，目前，那里依然是下午五点多就停满各种车辆，水泄不通，晚上九点十点更是寸步难行，我观察了好几天，就没见什么部门去管，仍然那么堵，那么无序！    3.再有，紧靠批发市场的旗山路路段，白天也停满了各种微型车、拖拉机等营运车辆，我看也划了停车位，可不明白为什么临沧室内很多划了停车位的地方都有收费，而那里不收？那些营运车辆的车主，在等生意的空闲时间，一群一群的聚在路边赌博，影响了临沧城市形象。,中共临沧市委办公室,网民同志：您好！    您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东书记高度重视，及时责成临翔区认真调查处理。现将有关情况回复如下：　　临翔区长期以来无专门蔬菜批发交易市场，扎路营批发市场作为全区唯一综合性批发市场，承担着全区乃至全市工业产品、农副产品的批发零售。随着整治乱摆摊设点工作力度的加大，蔬菜批发交易由散小经营逐渐向扎路营集中，加之周边人流密集、车流量大，造成该区域交通拥堵、环境“脏、乱、差”。　　针对您反映的“临沧批发市场以路为市问题”，临翔区及时成立领导小组，采取有力措施进行集中整治。一是由区市场监督管理局牵头，于每天17：30至24：00，对扎路营批发市场以路为市、占道经营、乱摆摊设点、环境卫生开展集中整治。截至目前，共清运垃圾2吨，清理经营户120户。二是迅速对扎路营批发市场周边交通拥堵问题开展整治，重点对车辆乱停乱放、任意装卸、堵塞道路等行为进行查处，对市场周边及沿线道路进行疏导。三是对客运站环岛及环岛至区妇幼保健院的道路实施升级改造，计划4月15日前全面完成改造工作，改造后该路段将有效缓解道路拥堵问题。　　下步工作中，临翔区将对该路段环境“脏、乱、差”及车辆乱停乱放等开展集中整治，依法取缔无照经营、占道经营、堵塞、占用消防通道及其他扰乱市场秩序等违法违章行为，并形成长效机制；加大宣传力度，引导广大市民进市场进店购物，营造市民自觉维护城市环境秩序的良好氛围；加快位于忙畔街道忙畔社区橄榄坡组“214”国道西侧的临翔区蔬菜批发市场建设，在该项目区内建设一个临时过渡点，计划于4月15日建设完成并引导商贩入驻运营。　　如还有什么问题，可直接向区城市管理综合行政执法局（电话：2166728）、区住建局（电话：2123538）、区市场监督管理局（电话：2165122）联系。　　感谢您对我市工作的理解和支持，祝您身体健康、工作顺利！,回复时间：2017-04-07 17:06
云县澜沧江广场烂尾,已办理,城建 投诉,匿***,2017-03-2808:02,杨书记，您好！我们是云县澜沧江广场的业主，我们一次又一次的向市县相关部门反应这个问题，相关单位却一次又一次的考验我们的耐心。这一次又无一例外，再一次被忽悠了。我们请问杨书记，尽快是多久？迅速是多长时间？云县鸿济地产有限公司在工商行政管理局的营业期限至2018年，请问是不是托到这个公司关门？请杨书记给我们一个答案！,中共临沧市委办公室,网民同志：　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东书记高度重视，责成市级相关部门、云县委、政府认真协调处理。现将有关情况回复如下：　　目前，云县委、政府成立了工作专班，认真研究项目建设存在的困难问题，制定了下步恢复项目建设的措施：一是项目建设企业将于2017年5月底以前与购房户代表见面通报项目建设处理工作情况。二是由云南星凯房地产开发有限公司筹措资金，负责继续完成澜沧江广场项目建设工作，力争2017年6月底以前全面恢复施工，于12月底以前组织项目验收并交房。三是由云县政法委牵头，县住建局、国土局、人社局、维稳办、信访局等相关职能部门组成项目建设督查组，负责跟踪监督项目进展情况。　　云县委、政府将督促督查项目完成建设，切实保障广大购房户的合法权益。　　感谢您对我市工作的理解与支持，祝您身体健康，工作顺利。 ,回复时间：2017-05-10 16:51
幼儿园伙食费管理咨询,已办理,教育 咨询,匿***,2017-03-2517:06,凤庆县第一幼儿园伙食费问题？幼儿园说学生请假连续5天才退伙食费，那么请假4天就不退？那么请问学生的伙食费被幼儿园吞了？,中共临沧市委办公室,网民同志：您好！　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东书记高度重视，及时责成凤庆县认真调查处理。现将有关情况回复如下：　　凤庆县第一幼儿园属云南省一级二等示范园、公办园，在园幼儿980名。幼儿园专设幼儿伙食账户，配专职会计、出纳，伙食费收支及公示严格执行相关要求，按12元/日标准，以当月法定工作日数按月计收伙食费，每星期公布食谱，每日安排三餐两点，伙食账每月报送县教育局营养办公室审核，保证幼儿伙食费管理规范、使用合法。　　根据《云南省幼儿园收费管理暂行办法实施细则》第二十六条规定：“伙食费按月计退，连续在园就餐天数不足当月法定工作日一半的，伙食费按当月所缴费用的一半计退还；连续就餐天数达到或超过当月法定工作日一半的，不予退费。”凤庆县幼儿园执行连续请假5个法定工作日以上（包含5日）的，以12元/日的标准按请假工作日数予以退费，请假的法定工作日不足5日的不予退费。此外，幼儿交纳的伙食费实行统收统支，日清月结，每月末严格进行伙食费收支明细公示。每月最后一星期，若伙食费预算有结余，幼儿园会调整幼儿食谱，以保证幼儿伙食费用足用好，结余或超支严格控制在规定的2%-3%范围以内。针对您反映的“凤庆县第一幼儿园伙食费问题”，经凤庆县认真调查核实，凤庆县第一幼儿园的伙食费退费政策在相关文件规定范围内，不存在学生伙食费被幼儿园吞了的情况。　　下步工作中，凤庆县将严格执行幼儿园现行的伙食费收退政策，加大对政策执行情况的监督，加大幼儿园伙食费收退政策的宣传力度，确保幼儿园伙食费收退公开、公正。　　如还有什么问题，可直接向凤庆县教育局联系，联系电话：0883—4212262。　　感谢您对我市工作的理解和支持，祝您身体健康、工作顺利！,回复时间：2017-03-31 17:26
希望澜沧江广场尽快建成,已办理,城建 建言,匿***,2017-03-2512:39,杨书记，您好！我也是澜沧江广场的业主，澜沧江广场建设项目一拖再拖，澜沧江酒业集团的信益在各个领域都已经相当不好，涉及到的地区之广，受害者民众之多，可能估量不出，目前要把这个项目的重建工作寄托他们，我个人是觉得没有希望。当初找星凯地产合作等等一系列举措，大多与利益有关，为什么就不能找实力强点的企业合作，我们临沧人民曾经引以为傲的企业，却害苦了这么多百姓，此刻，不管用什么途径，希望有一个解决问题的方案，让我们能睡一个安稳的觉，真的等得太久太久了…谢谢杨书记,中共临沧市委办公室,网民同志：　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东书记高度重视，责成市级相关部门、云县委、政府认真协调处理。现将有关情况回复如下：　　目前，云县委、政府成立了工作专班，认真研究项目建设存在的困难问题，制定了下步恢复项目建设的措施：一是项目建设企业将于2017年5月底以前与购房户代表见面通报项目建设处理工作情况。二是由云南星凯房地产开发有限公司筹措资金，负责继续完成澜沧江广场项目建设工作，力争2017年6月底以前全面恢复施工，于12月底以前组织项目验收并交房。三是由云县政法委牵头，县住建局、国土局、人社局、维稳办、信访局等相关职能部门组成项目建设督查组，负责跟踪监督项目进展情况。　　云县委、政府将督促督查项目完成建设，切实保障广大购房户的合法权益。　　感谢您对我市工作的理解与支持，祝您身体健康，工作顺利。 ,回复时间：2017-05-10 16:50
云县天马KTV隔音太差,已办理,文娱 投诉,匿***,2017-03-2416:01,云县天马娱乐城隔音太差，营业期间从19:00-02:00无法入睡，晚上天马背后云海阳光小区面朝娱乐城的住户要等到凌晨两点停止营业后才能入睡，对住户影响太大，望有关部门给予干预帮忙处理为谢,中共临沧市委办公室,网民同志：您好！　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东高度重视，及时责成云县认真调查处理。现将有关情况回复如下：　　针对你所反映的“云县天马娱乐城隔音太差”问题，云县环境保护局进行了认真调查核实，并进行了严肃处理。对调查核实存在的相关问题，向该单位发出了《责令改正违法行为决定书》，要求立即进行整改，采取有效措施隔音降噪，进一步规范管理，加强噪声污染防治，确保噪声排放达到标准；严格控制营业时间，切实消除噪声对周边环境影响。下步，云县环境保护局将进一步加强对该娱乐单位的环境监管，督促加强噪声污染治理，减轻对周围环境的影响。　　如还有什么问题，可直接向云县环境保护局联系，联系电话：0883—3213023。　　感谢您对我市工作的理解和支持，祝您身体健康、工作顺利！,回复时间：2017-03-29 17:14
临沧卡蒙特拖欠社保,已办理,就业 求助,匿***,2017-03-2409:22,尊敬的杨书记！     您好！      我是临沧卡蒙特的一名员工，卡蒙特从2013年3月开始拖欠保险，至今已经停产近3年（从2014年10月开始停产），社保一直拖在哪里不交清，导致我们的保险无法转出，生病住院还得自己掏钱，我们已多次找到临沧市人社局及相关单位，但他们都在相互推诿，不给解决，而且卡蒙特现在改成“永奇服饰”还在继续经营，法人是原卡蒙特总经理（赵国强）！我们一点希望也看不到，还请书记帮帮我们！谢谢！~,中共临沧市委办公室,网民同志：您好！　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东高度重视，及时责成临沧工业园区管理委员会认真调查处理。现将有关情况回复如下：　　2014年8月上旬，由于深圳卡蒙特总部资金链断裂，造成临沧卡蒙特公司无法偿付有关融资借款，进而引发民事诉讼；2014年11月11日，昆明市中级人民法院查封了公司银行帐户和相关机器设备；2015年9月，公司董事长廖嘉因涉嫌经济犯罪被昆明市公安局刑事拘留。临沧卡蒙特公司无法履行相应的社保资金缴纳义务，致使临沧卡蒙特公司参保人员养老保险关系不能转移。日前，经临沧工业园区管理委员了解，临沧卡蒙特公司的涉法案件司法机关已作出了判决，公司面临破产清算资产重组等问题。　　针对“保险无法转出”的问题，经市、区社保等相关部门研究，对社保费用必须由单位作为缴纳主体进行缴费的政策作变通处理，允许参保人员个人缴清所欠养老保险费后，先行办理养老保险关系转移；也可以待临沧卡蒙特公司破产清算后，通过处置公司资产或对公司进行资产重组筹集资金补缴相应的社保欠款后，再到临翔区人力资源和社会保障局办理。　　如还有什么问题，可直接向临沧工业园区管理委员会反映，联系电话：0883—2161009。　　感谢您对我市工作的理解和支持，祝您身体健康、工作顺利！,回复时间：2017-03-29 17:13
云县澜沧江广场到底烂尾到什么时候,已办理,城建 投诉,匿***,2017-03-1009:32,尊敬的杨书记： 您好！我们是云县澜沧江广场的业主，面对相关部门以及开发商一次一次的承诺和一次又一次的食言，我们想问，这个项目到底要烂尾到什么时候？请杨书记给我们一个比较确切的答复，谢谢！,中共临沧市委办公室,网民同志：您好！　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东高度重视，及时责成云县认真调查处理。现将有关情况回复如下：　　目前，澜沧江广场建设项目抵押于云县信联社，已被市中级人民法院查封。　　针对澜沧江广场建设问题，2017年3月20日，云县住房和城乡建设局负责同志约谈了澜沧江酒业集团负责人，要求尽快推进鸿济地产与星凯公司合作开发的澜沧江广场项目建设，做到尽快复工，挽回不良影响，化解风险和矛盾。2017年3月23日，云县召开会议专题研究澜沧江广场项目建设事宜，住建、国土、不动产登记中心、信联社等部门及澜沧江酒业集团公司参加会议。会议要求：澜沧江酒业集团公司要迅速与县农发行对接协调，解除查封；尽快找具备接受项目能力的企业商谈合作事宜；迅速与建设方商谈复工事宜；通过各种渠道想办法自救，尽快复工；做好购房客户解释工作，确保稳定。　　如还有什么问题，可直接向云县住房和城乡建设局反映，联系电话：0883—3211320。　　感谢您对我市工作的理解和支持，祝您身体健康、工作顺利！,回复时间：2017-03-24 16:47
关于临翔区百树广场收取停车费的问题,已办理,其他 投诉,匿***,2017-03-1008:16,杨书记：您好！我是生活、工作在临翔区的一名普通市民，今天想向您反映的是关于临翔区百树广场收取停车费的问题。我的孩子在百树广场旁的市幼儿园上学，我每天必须开车接送她上下学，因为周边还有三所学校，每到孩子上下学期间，学校旁的路段就非常拥挤，加上那个路段也没有停车位，我们就只能把车停在百树广场内。之前百树广场贴出公告规定：早上9点至晚上11点免费停车20分钟，超出20分钟按每小时3元收费。可实际实施起来却是只要一停车不计时间就要收费。其实我们占用停车位的时间不会太长，只要一接送完孩子马上就会开车走的，希望领导能支持我们这个诉求，希望百树广场能遵守之前的停车费收取的规定。,临沧市书记市长信箱,网民同志：您好！　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，浩东书记高度重视，及时责成临翔区认真调查处理。现将有关情况回复如下：　　百树广场是集商业和居住为一体的开放式综合性商住小区，由临沧市临翔区浙阳物业管理公司承包该小区的物业服务。小区周边的市幼儿园、凤翔小学、中心幼儿园三所学校都没有固定停车场所，上下学时段学校周边路段交通拥挤。自临沧城主要道路启动停车收费之后，部分非小区业主将车辆驶入该小区停泊，致使小区内交通拥挤。为解决小区业主停车难问题，小区物业公司经80%以上业主同意，并报临翔区发改局备案，于2015年7月起对外来车辆实行临时停车收费，收费标准为“停车30分钟以内不收费，30分钟以后每小时收费3.00元”。　　针对您所反映的“只要一停车不计时间就要收费”、“希望百树广场能遵守之前的停车费收取的规定”等问题，临翔区已责成小区物业公司加强管理，规范物业服务行为，严格按照收费标准进行计时收费，并实行先服务后收费，若再发生收费不规范行为，经调查核实后，将按照相关规定严肃处理。小区物业公司表示，小区临时停车收费严格执行相关收费标准，同时为方便学生家长，对临时接送学生的车辆不计收临时停车费。如遇到收费工作人员不按规定进行收费的，可现场拨打小区物业公司负责人电话（13759306699）进行投诉。　　如还有什么问题，可直接向临翔区住房和城乡建设局反映，电话：0883—2123538。　　感谢您对我市工作的理解和支持，祝您身体健康、工作顺利！　　,回复时间：2017-03-17 09:11
烂尾楼问题,已办理,城建 投诉,匿***,2017-03-1008:03,尊敬的杨书记： 您好！我们是云县澜沧江广场的业主，该项目自停工以来，市县领导换了一个又一个，请问杨书记，您是不是想让它在您的任期内继续烂尾下去？,中共临沧市委办公室,网民同志：您好！　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东高度重视，及时责成云县认真调查处理。现将有关情况回复如下：　　目前，澜沧江广场建设项目抵押于云县信联社，已被市中级人民法院查封。　　针对澜沧江广场建设问题，2017年3月20日，云县住房和城乡建设局负责同志约谈了澜沧江酒业集团负责人，要求尽快推进鸿济地产与星凯公司合作开发的澜沧江广场项目建设，做到尽快复工，挽回不良影响，化解风险和矛盾。2017年3月23日，云县召开会议专题研究澜沧江广场项目建设事宜，住建、国土、不动产登记中心、信联社等部门及澜沧江酒业集团公司参加会议。会议要求：澜沧江酒业集团公司要迅速与县农发行对接协调，解除查封；尽快找具备接受项目能力的企业商谈合作事宜；迅速与建设方商谈复工事宜；通过各种渠道想办法自救，尽快复工；做好购房客户解释工作，确保稳定。　　如还有什么问题，可直接向云县住房和城乡建设局反映，联系电话：0883—3211320。　　感谢您对我市工作的理解和支持，祝您身体健康、工作顺利！,回复时间：2017-03-24 16:47
扰民投诉,已办理,环保 投诉,匿***,2017-02-1713:42,杨书记你好！我是沧源县一个普通市民，家住公租房，我们公租房旁边有个ktv迪厅，每晚都吵到半夜2点，实在是影响我们休息，我家里有老人又带病，真的严重影响我们的生活与老人的健康，我本是普通百姓投诉无门，只有向书记你诉说苦衷，希望能得到解决，我相信政府一定会帮助我们这些平民百姓的，谢谢,中共临沧市委办公室,网民同志：您好！　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东高度重视，及时责成沧源自治县认真调查处理，现将有关情况回复如下：　　你所反映的噪声影响主要来自于骑士娱乐城。骑士娱乐城虽然按照规定注册登记、相关证照齐全，且未超出规定营业时间经营，但经实地检查，由于消防通道和消防门密闭隔音性能差，导致噪声传出，给周围居民生活带来一定影响。　　目前，沧源自治县已责令骑士娱乐城进行一次物理隔音的全面检查，并在消防等部门的指导下，完成整改工作，确保边界噪声不超过国家规定的环境噪声排放标准。同时，责令相关职能部门加强对娱乐场所的巡查，确保合法经营、安全经营。　　如还有什么问题，可直接向沧源自治县国土环保局反映，电话：0883—7121033。　　感谢您对我市工作的理解和支持，祝您身体健康、工作顺利！,回复时间：2017-02-24 11:26
关于云县啤酒节城内多个路段设停车费,已办理,交通 咨询,匿***,2017-02-1305:26,书记.你好.这几天是云县一年一度的啤酒节.云县在多个路段设置停车收费.甚至是设卡收费.对此.设置禁止停车路段对于啤酒节的安全以及交通我认为是好的.但有些路段没禁止停车.却收费.收费金额甚至高达40块.还有的路段明明已经设有警戒线.但隔警戒线差不多300米的地方又设置往前停车收费区域.我觉得.这些公共地方.设置禁停是正确的.但设有收费的公共区域不合理而且严重影响我们云县的城市形象.且.设置收费路段不能出示收费证明.感觉自己是不是被骗了.望能给一个清晰的了解,中共临沧市委办公室,网民同志：您好！　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东高度重视，及时责成云县认真调查处理，现将有关情况回复如下：　　第十三届澜沧江啤酒狂欢节由澜沧江酒业集团主办，云县相关部门做好协调服务工作。活动期间，为规范车辆停放，维护道路交通秩序，澜沧江酒业集团对指定停车路段（云县景观桥红绿灯口道路两边到爱华完小门口；从景观桥红绿灯至三角地红绿灯道路两旁；爱华完小后门至中医院后门道路两旁；从南桥河头进兴泽园路边靠河边100米；从灯光球场至世纪城红绿灯口一直到农场坡头）进行临时收费。收费时，要求工作人员必须佩戴工作证，并出示收费票据。对于你所反映的情况，下步云县将进一步规范类似行为，严格按规定办事。　　如还有什么问题，可直接向云县第十三届澜沧江啤酒狂欢节协调服务工作组办公室（县文体广电旅游局）咨询反映，电话：0883—3214450。　　感谢您对我市工作的理解和支持，祝您身体健康、工作顺利！,回复时间：2017-02-24 11:24
工作调动咨询,已办理,就业 咨询,匿***,2017-02-0602:21,你好！我是一名乡镇公务员，在乡镇服务满5年。目前和妻子两地分居。多年来在乡镇工作亏欠家庭过多，未很好履行尽孝的社会责任。申请调回临沧市临翔主城区工作。请问怎么办理手续。谢谢,中共临沧市委办公室,网民同志：您好！　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东高度重视，及时责成市人力资源和社会保障局认真调查处理，现将有关情况回复如下：　　根据《临沧市人民政府办公室关于进一步规范市级政府机关事业单位人员调配管理工作的通知》（临政办发〔2015〕172号）规定，从县（区）或市外申请调入市级政府部门的人员调动，按以下程序审核审批办理调动：一是用编申请。用人单位根据本单位编制使用情况及工作需要，向市委编办提出用编申请，由市委编办核准后开具《空编证明》。二是考察申报。用人单位根据《空编证明》及拟调岗位要求，对拟调动初步人选进行考察，由用人单位研究确定拟调动人选，经征得调出单位同意后，用人单位向市人社局提出书面调动申请。三是审查核实。市人社局对用人单位的空编情况、人员结构、工作运行情况及拟调人员的资格条件进行审核。四是研究审批。市人社局研究并报市人民政府审批后办理调动手续。　　如还有什么问题，请直接向临沧市人力资源和社会保障局反映咨询，联系电话：0883—2160041。　　感谢您对我市工作的理解和支持，祝您身体健康、工作顺利！,回复时间：2017-02-14 09:38
我们何时能领取到那点微薄的薪水、社保！,已办理,就业 求助,匿***,2017-02-0413:54,我是一名永德康伟集团的员工，公司拖欠我们五险一金两年多，工资一年多。我们员工也多次去县政府反应问题过,中共临沧市委办公室,网民同志：您好！　　您通过人民网地方领导留言板给杨浩东书记的留言收悉，杨浩东高度重视，及时责成永德县认真调查处理，现将有关情况回复如下：　　经调查核实，你所反映的云南康伟生物有限公司拖欠社会保险费问题属实。针对永德糖业系统经营困难和拖欠工资、社会保险问题，永德县委、县政府多次组织相关部门进行调研，研究解决办法，并采取了一些应对措施。一是允许在未全额清缴的情况下，优先足额缴纳到龄职工社会保险，保证退休职工正常享受养老金待遇。二是允许在未全额清缴的情况下，对终止劳动合同、转移劳动关系等需要到新的用人单位续缴保缴费的职工的社会保险优先足额缴纳，确保社会保险关系正常转移。三是由县委、县政府统一组织人员对2016年榨季甘蔗开榨、销售进行统管，并足额缴纳社会保险。2016年工作组统管期间的社会保险费已于9月足额征缴入户。　　目前，康伟集团已停止运营，永德糖业集团正在筹划企业破产重组方案，拖欠职工社会保险费和工资问题将待重组后根据有关法律法规解决。,回复时间：2017-02-11 22:28
