标题,状态,领域,用户名,时间,内容,回复单位,回复内容,回复时间
关于唐镇仁恒南地块的学校,已办理,教育 投诉,唐***,2019-02-2217:09,翁书记您好，我跟我先生都是新上海人，也是两名孩子的家长，之前看政府宣传打造唐镇国际社区，官网，媒体，报纸等都宣导在唐镇仁恒南地块（a-03B-01地块）将引入优质教育资源，例如进才北等，因此掏空家底，负债几十年，迁居唐镇。然而现在听说该地块中学将交由浦东排名第一百多名的唐镇中学接管，原先宣传的优质教育资源不能落实。作为父母，着实着急。商业配套，交通，医疗配套暂时落后都能忍受，然而孩子的教育等不起啊。希望能守承诺，引入优质教育资源，谢谢！,浦东区委网信办,翁书记您好，我跟我先生都是新上海人，也是两名孩子的家长，之前看政府宣传打造唐镇国际社区，官网，媒体，报纸等都宣导在唐镇仁恒南地块（a-03B-01地块）将引入优质教育资源，例如进才北等，因此掏空家底，负债几十年，迁居唐镇。然而现在听说该地块中学将交由浦东排名第一百多名的唐镇中学接管，原先宣传的优质教育资源不能落实。作为父母，着实着急。商业配套，交通，医疗配套暂时落后都能忍受，然而孩子的教育等不起啊。希望能守承诺，引入优质教育资源，谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
唐镇新市镇地块C03B01仁恒对面由唐中接管,已办理,教育 求助,新***,2019-02-2108:18,翁书记，您好，我是浦东新区社区卫生服务中心里的一名医生，也是一个1岁宝宝的妈妈。5年前，我随先生一起来到上海工作，他是一名在金桥工作的IT工作人员，每年收入60万以上。来上海的第一年我们在曹路买了房子。2018年我们有了第一个宝宝，考虑到以后孩子上学的问题我们决定换所住所，当时唐镇政府大力宣传国际化社区，宣传配套的小学初中都为优质学校，具体不点名了，经过再三的选择，我们卖了地铁口边的房子，置换在了所谓的国际化社区，贷款买在这个外环外6万一平的小区里。去年底到今年初，政府宣布初中为全区倒数的唐中，对我们来说是晴天霹雳，没想到化了大价钱买的小区却是全区倒数的学校，这几个月我们辗转反侧，难以入眠。我们希望翁书记能看到我们的留言，为了这几个小区高知家庭的孩子们，我们几代人奋斗的目标都是为了孩子，为了孩子的未来，孩子的未来是每个家庭的希望，也是祖国的希望。请翁书记能看到为我们做主！           鞠躬！,浦东区委网信办,翁书记，您好，我是浦东新区社区卫生服务中心里的一名医生，也是一个1岁宝宝的妈妈。5年前，我随先生一起来到上海工作，他是一名在金桥工作的IT工作人员，每年收入60万以上。来上海的第一年我们在曹路买了房子。2018年我们有了第一个宝宝，考虑到以后孩子上学的问题我们决定换所住所，当时唐镇政府大力宣传国际化社区，宣传配套的小学初中都为优质学校，具体不点名了，经过再三的选择，我们卖了地铁口边的房子，置换在了所谓的国际化社区，贷款买在这个外环外6万一平的小区里。去年底到今年初，政府宣布初中为全区倒数的唐中，对我们来说是晴天霹雳，没想到化了大价钱买的小区却是全区倒数的学校，这几个月我们辗转反侧，难以入眠。我们希望翁书记能看到我们的留言，为了这几个小区高知家庭的孩子们，我们几代人奋斗的目标都是为了孩子，为了孩子的未来，孩子的未来是每个家庭的希望，也是祖国的希望。请翁书记能看到为我们做主！           鞠躬！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
唐镇新市镇地块C03B01仁恒对面由唐中接管,已办理,教育 求助,李***,2019-02-2010:17,翁书记，您好，我是2019年大名城的新业主，也是一名芯片类行业的普通工作者，我深信科教兴国，核心技术才是竞争力，也一直期盼唐镇新市镇引进优质教育资源，满足我能够站在巨人肩膀上更好培养下一代的小愿望，也能满足我对唐镇政府打造国际社区的大期望。当前已获知家门口耗资巨大，硬件设备先进的好学校，由浦东排名倒数的唐中接管，心情沉重不安，唐镇政府和区教育局一直未给出如此决定的理由，同时将我们引进优质教育资源的呼声置之不理(镇政府年初下发的诉求反馈表，我了解到众多邻居均反馈优质教育资源的诉求)。请翁书记为我们做主，引进优质教育资源，满足我们安居乐业的愿望，感谢您。,浦东区委网信办,翁书记，您好，我是2019年大名城的新业主，也是一名芯片类行业的普通工作者，我深信科教兴国，核心技术才是竞争力，也一直期盼唐镇新市镇引进优质教育资源，满足我能够站在巨人肩膀上更好培养下一代的小愿望，也能满足我对唐镇政府打造国际社区的大期望。当前已获知家门口耗资巨大，硬件设备先进的好学校，由浦东排名倒数的唐中接管，心情沉重不安，唐镇政府和区教育局一直未给出如此决定的理由，同时将我们引进优质教育资源的呼声置之不理(镇政府年初下发的诉求反馈表，我了解到众多邻居均反馈优质教育资源的诉求)。请翁书记为我们做主，引进优质教育资源，满足我们安居乐业的愿望，感谢您。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
关于永泰路2080弄小区环境脏乱差问题的建议,已办理,城建 求助,谭***,2019-02-1014:20,尊敬的领导:        您好        我是永泰路2080弄小区的一名普通居民，我小区为华沙物业，小区绿化被汽车破坏严重，仅以建筑垃圾填充泥坑，个别绿地的杂草半人多高，广场上废弃的桌椅板凳到处都是，小区僵尸车，外来车辆众多，使本来就紧张的车位更加一位难求，去年8月物业让业主及租客办理了停车证，11月开始实行车辆门禁，但逢车必开，根本不看停车卡，后来干脆直接把杆子抬起来，和以前一样了。打电话问物业，问保安，均回答管不了。求领导帮帮我们，我们只想要一个干净整洁的家园。盼复！,浦东区委网信办,尊敬的领导:        您好        我是永泰路2080弄小区的一名普通居民，我小区为华沙物业，小区绿化被汽车破坏严重，仅以建筑垃圾填充泥坑，个别绿地的杂草半人多高，广场上废弃的桌椅板凳到处都是，小区僵尸车，外来车辆众多，使本来就紧张的车位更加一位难求，去年8月物业让业主及租客办理了停车证，11月开始实行车辆门禁，但逢车必开，根本不看停车卡，后来干脆直接把杆子抬起来，和以前一样了。打电话问物业，问保安，均回答管不了。求领导帮帮我们，我们只想要一个干净整洁的家园。盼复！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
泥巴公社装饰设计有限公司一夜之间跑路,待回复,城建 求助,W***,2019-01-2710:15,2018年5月17日泥巴公社装饰公司突然跑路，人去楼空，导致我们农民工工资无处可要我们上有老下有小，这年我们怎么过，谁能帮我们讨回公道,,,
上海公共户口办理户籍证明,已办理,治安 投诉,W***,2019-01-2416:40,书记，您好，我是一名人才引进转入上海公共户口的研究生，已经具有上海户口，近期因需要户籍证明办理护照，发现浦东新区顾路派出所规定公共户开具户籍证明需要出示房屋租赁备案，而这个要找房东去房管所办理，房东非常不配合，导致我一个堂堂正正的上海户口的市民领取护照都成为难事，这个政策造成了在生活中需要户籍证明的时陷入了房东和派出所长时间的纠缠之中，耗费很多时间精力。这个周围的同事非常常见出现的问题，公共户口是我市引进人才的集中解决户口管理的重要方式，但是如此以繁代简的进行管理是否符合中央简政放权的方针呢？请书记核查。,浦东区委网信办,书记，您好，我是一名人才引进转入上海公共户口的研究生，已经具有上海户口，近期因需要户籍证明办理护照，发现浦东新区顾路派出所规定公共户开具户籍证明需要出示房屋租赁备案，而这个要找房东去房管所办理，房东非常不配合，导致我一个堂堂正正的上海户口的市民领取护照都成为难事，这个政策造成了在生活中需要户籍证明的时陷入了房东和派出所长时间的纠缠之中，耗费很多时间精力。这个周围的同事非常常见出现的问题，公共户口是我市引进人才的集中解决户口管理的重要方式，但是如此以繁代简的进行管理是否符合中央简政放权的方针呢？请书记核查。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
玉盘北路小区居民教育配套问题,已办理,教育 求助,j***,2019-01-2219:30,作为浦东新区唐镇玉盘北路的居民，周边长期无配套教育资源。唐镇定位国际社区建设，该区域教育领导在教育发展方面毫无作为，完全是敷衍群众。承诺引人优质教育资源的口号成为空话，最后只能引入浦东排名下游的唐镇初中应付居民。希望区领导能够了解居民的呼声，引人优质教育资源，以满足居民对于教育的迫切需要，共建浦东及唐镇美好家园。谢谢！,浦东区委网信办,作为浦东新区唐镇玉盘北路的居民，周边长期无配套教育资源。唐镇定位国际社区建设，该区域教育领导在教育发展方面毫无作为，完全是敷衍群众。承诺引人优质教育资源的口号成为空话，最后只能引入浦东排名下游的唐镇初中应付居民。希望区领导能够了解居民的呼声，引人优质教育资源，以满足居民对于教育的迫切需要，共建浦东及唐镇美好家园。谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
关于唐镇C-03B-01地块教育配套的投诉,已办理,教育 投诉,K***,2019-01-2215:59,翁书记你好，我是唐镇的居民，今天投诉的目的是关于唐镇C-03B-01地块配套学校的。目前该地块作为唐镇国际社区这个学校的教育地块，当初承诺会引进优质教育资源，但是现在却是让全区教育质量倒数的唐镇中学来办学，作为家长我们坚决反对。当初唐镇镇政府宣传这里要建成国际社区，要匹配优质教育资源，引进高端医疗资源，到目前一项都没兑现，现C-03B-01地块建设工作已经在收尾，马上九月份就要进入招生工作，一个投资几个亿，装修几千万的学校，聚集了广大父母希望的学校竟然会交给一个教育水平倒数的唐镇中学去筹办，简直让人不可思议。然而更不可思议的是教育局接待的同志的态度，竟然说教育局没承诺什么国际社区，要投诉找唐镇镇政府，这种踢皮球的工作方式让人寒心，我们家长能忍受目前周围没有任何生活配套，但是不能容忍教育质量如此差的唐镇中学进入C-03B-01地块，那简直就是误人子弟。另附上2015年唐镇镇政府的宣传，到现在都没落实。望区领导能倾听群众的呼声，对下面各个镇政府唱高调却无作为的工作作风引起重视。,浦东区委网信办,翁书记你好，我是唐镇的居民，今天投诉的目的是关于唐镇C-03B-01地块配套学校的。目前该地块作为唐镇国际社区这个学校的教育地块，当初承诺会引进优质教育资源，但是现在却是让全区教育质量倒数的唐镇中学来办学，作为家长我们坚决反对。当初唐镇镇政府宣传这里要建成国际社区，要匹配优质教育资源，引进高端医疗资源，到目前一项都没兑现，现C-03B-01地块建设工作已经在收尾，马上九月份就要进入招生工作，一个投资几个亿，装修几千万的学校，聚集了广大父母希望的学校竟然会交给一个教育水平倒数的唐镇中学去筹办，简直让人不可思议。然而更不可思议的是教育局接待的同志的态度，竟然说教育局没承诺什么国际社区，要投诉找唐镇镇政府，这种踢皮球的工作方式让人寒心，我们家长能忍受目前周围没有任何生活配套，但是不能容忍教育质量如此差的唐镇中学进入C-03B-01地块，那简直就是误人子弟。另附上2015年唐镇镇政府的宣传，到现在都没落实。望区领导能倾听群众的呼声，对下面各个镇政府唱高调却无作为的工作作风引起重视。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
享骑出行不退押金,待回复,企业 求助,你***,2019-01-2011:14,两个月了，享骑出行一直不退押金，客服找不到人，电话打不通，打12315投诉也没有结果，希望领导看到这条信息帮我们解决下,,,
享骑电单车不退押金,已办理,金融 求助,你***,2019-01-1408:33,享骑出行软件恶意不退押金，已经两个月了，客服电话打不通，打12315说处理也没有处理，走头无路只好到这里试试，希望领导看到这条留言,浦东区委网信办,享骑出行软件恶意不退押金，已经两个月了，客服电话打不通，打12315说处理也没有处理，走头无路只好到这里试试，希望领导看到这条留言,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
本村一户违章建筑大户，村委当保护伞。,已办理,城建 投诉,z***,2019-01-1408:02,浦东新区祝桥镇卫东村陆家宅4号前面陆建军一户，私自占耕地四五亩，这几年在村委的包庇下，连续建三层主楼，还有四五处彩钢房。本村小面积违章都拆了，这户违建大户却丝毫未动，请调查！,浦东区委网信办,浦东新区祝桥镇卫东村陆家宅4号前面陆建军一户，私自占耕地四五亩，这几年在村委的包庇下，连续建三层主楼，还有四五处彩钢房。本村小面积违章都拆了，这户违建大户却丝毫未动，请调查！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
派遣公司拖欠工资及保险,待回复,企业 求助,毛***,2019-01-1109:14,我，毛经龙，2018.9.20正式从永企劳务进入昌硕上班，到12月11日正式辞职回家，但是，期间永企劳务没有给我交过一分保险，但是每个月最少扣了我500保险，还有我的工资也少了很多,,,
享骑押金不退还，恳请领导协助无助外国人！,已办理,交通 投诉,K***,2019-01-0309:44,"领导您好我是居住上海浦东新区的外国人！我从2018年8月就申请退享骑押金，当时因为相信享骑所以一直没留意账户，直到12月才发现钱款一直未到账，已和客服多次反应情况，可是至今拖着不退我! 因为我本人树外国人，所以支付宝注册是我本人全名称，大写ANDREW CHANG ERN SOO.麻烦领导督促享骑尽快退我,不胜感激！",浦东区委网信办,"领导您好我是居住上海浦东新区的外国人！我从2018年8月就申请退享骑押金，当时因为相信享骑所以一直没留意账户，直到12月才发现钱款一直未到账，已和客服多次反应情况，可是至今拖着不退我! 因为我本人树外国人，所以支付宝注册是我本人全名称，大写ANDREW CHANG ERN SOO.麻烦领导督促享骑尽快退我,不胜感激！","
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
失信享骑企业拖欠押金不退还,已办理,企业 投诉,花***,2019-01-0309:44,领导 您好我是浦东新区的居民，我的享骑押金被享骑客服误导转成余额，客服承诺退给我支付宝，可是至今依然没退我，已超过承诺时间!我失业在家，这笔钱对我很重要， 麻烦领导督促享骑尽快退我，不胜感激,浦东区委网信办,领导 您好我是浦东新区的居民，我的享骑押金被享骑客服误导转成余额，客服承诺退给我支付宝，可是至今依然没退我，已超过承诺时间!我失业在家，这笔钱对我很重要， 麻烦领导督促享骑尽快退我，不胜感激,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
关于员工的保险问题,已办理,就业 投诉,绿***,2019-01-0122:37,领导你好，我是9月22号通过盛均劳务派遣到上海科技有限公司上班，在公司上班从来没有违反过公司规章制度，到12月15办理离职离开公司，主要原因是每个月从工资里扣社保500多元，派遣公司没有帮我们交，联系派遣公司，还说以后工资都不发了，忘领导帮忙，要回我们的劳动所得，不要让外来务工人寒了心。,浦东区委网信办,领导你好，我是9月22号通过盛均劳务派遣到上海科技有限公司上班，在公司上班从来没有违反过公司规章制度，到12月15办理离职离开公司，主要原因是每个月从工资里扣社保500多元，派遣公司没有帮我们交，联系派遣公司，还说以后工资都不发了，忘领导帮忙，要回我们的劳动所得，不要让外来务工人寒了心。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
狗主人蛮横，无人管,已办理,治安 投诉,d***,2018-12-3115:28,12/31早上我和先生步行至小区门口，见一位狗主人牵着一只大型犬站在门口，那只狗看到路人从旁经过便抬起前肢扑到路人身上，狗主人笑嘻嘻的看着，好在路人并不害怕，可是我是怕狗的，而他所在的位置是出入口处，所以我小心地绕着走，但这只狗又做出前肢离地要往我这里扑，我先生知道我怕狗，就和狗主人说：“把狗牵牵牢。”谁知这句话竟激起了狗主人的怒火，先是说：“你们上海人了不起啦！”，接着又说：“咬到你啦！又没咬到你！”我说我是怕狗的，我先生是提醒你，可是狗主人仍然恶语相向，说我们不讲人话，人不如狗，我们发生了争执，我先生打了110，警察来了，他先找狗主人谈，在离我们远一点的地方，我只听到那狗主人说我们骂他老头子之类的，我们完全没说过啊，然后他和警察笑嘻嘻的说了几句我们也没听清，等警察到我们这边，警察直接就让我们息事宁人，我们再想为这件事多说几句，警察就不乐意了，说狗的习惯不好，喜欢扑人，我说我们并不是怪狗，而是狗主人的蛮横不讲理，警察就说他们也没办法，直接登记完报案人信息就走人了。我们也知道这些口角在警察眼里很微不足道，他们很忙，但是就没人管这种不文明的养狗行为吗？这只狗见人就扑（我说的一点也不夸张，前前后后经过的路人这只狗都扑），主人知道但也不觉得有问题，一直嬉笑旁观，他的确牵着绳子，但是在出入口避无可避，他觉的狗不咬人，但怕狗的人是害怕的，我先生的提醒触动了他的神经，而他嚣张的态度到了警察这里变成了笑脸相迎，我们变成了警察眼里无事找事的人，之前我始终认为公道自在人心，所以与其争吵还是选择报警，可这样一来不仅被恶语相向，还对警察的处理感到心寒。狗主人一上来就把这件事归位上海人对外地人的歧视，我并不知道他是外地人，无论什么地方的人文明养狗都是应该做到的，难道因为我是上海人，什么声音都不能发了！,浦东区委网信办,12/31早上我和先生步行至小区门口，见一位狗主人牵着一只大型犬站在门口，那只狗看到路人从旁经过便抬起前肢扑到路人身上，狗主人笑嘻嘻的看着，好在路人并不害怕，可是我是怕狗的，而他所在的位置是出入口处，所以我小心地绕着走，但这只狗又做出前肢离地要往我这里扑，我先生知道我怕狗，就和狗主人说：“把狗牵牵牢。”谁知这句话竟激起了狗主人的怒火，先是说：“你们上海人了不起啦！”，接着又说：“咬到你啦！又没咬到你！”我说我是怕狗的，我先生是提醒你，可是狗主人仍然恶语相向，说我们不讲人话，人不如狗，我们发生了争执，我先生打了110，警察来了，他先找狗主人谈，在离我们远一点的地方，我只听到那狗主人说我们骂他老头子之类的，我们完全没说过啊，然后他和警察笑嘻嘻的说了几句我们也没听清，等警察到我们这边，警察直接就让我们息事宁人，我们再想为这件事多说几句，警察就不乐意了，说狗的习惯不好，喜欢扑人，我说我们并不是怪狗，而是狗主人的蛮横不讲理，警察就说他们也没办法，直接登记完报案人信息就走人了。我们也知道这些口角在警察眼里很微不足道，他们很忙，但是就没人管这种不文明的养狗行为吗？这只狗见人就扑（我说的一点也不夸张，前前后后经过的路人这只狗都扑），主人知道但也不觉得有问题，一直嬉笑旁观，他的确牵着绳子，但是在出入口避无可避，他觉的狗不咬人，但怕狗的人是害怕的，我先生的提醒触动了他的神经，而他嚣张的态度到了警察这里变成了笑脸相迎，我们变成了警察眼里无事找事的人，之前我始终认为公道自在人心，所以与其争吵还是选择报警，可这样一来不仅被恶语相向，还对警察的处理感到心寒。狗主人一上来就把这件事归位上海人对外地人的歧视，我并不知道他是外地人，无论什么地方的人文明养狗都是应该做到的，难道因为我是上海人，什么声音都不能发了！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
居民区露天水管仓库严重噪音污染,已办理,环保 投诉,t***,2018-12-2721:05,尊敬的市长您好！位于上海市浦东新区金高路1066号（近源华路）上海浦东供排水建设工程有限公司，每天上午8点开始使用起重机作业，直至中午12点左右，期间产生大量噪音检测85分贝以上，峰值接近100分贝！近期经常头痛，体检结果心率不齐，神经衰弱该厂50米以内有3个住宅小区，严重影响附近居民正常生活休息！投诉至12369，相关人员上访后，厂方以近期临时铺设场内水泥地为由搪塞，并未得到实质性解决！            请市、区政府能站在我们老百姓的立场上，以和谐社会为己任，尽快调查并处理此事，严格监测和禁止有关上海浦东供排水建设工程有限公司噪音排放，谢谢！,浦东区委网信办,尊敬的市长您好！位于上海市浦东新区金高路1066号（近源华路）上海浦东供排水建设工程有限公司，每天上午8点开始使用起重机作业，直至中午12点左右，期间产生大量噪音检测85分贝以上，峰值接近100分贝！近期经常头痛，体检结果心率不齐，神经衰弱该厂50米以内有3个住宅小区，严重影响附近居民正常生活休息！投诉至12369，相关人员上访后，厂方以近期临时铺设场内水泥地为由搪塞，并未得到实质性解决！            请市、区政府能站在我们老百姓的立场上，以和谐社会为己任，尽快调查并处理此事，严格监测和禁止有关上海浦东供排水建设工程有限公司噪音排放，谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
对动迁安置过的，但仍然不足人均40平的政策？,已办理,城建 求助,W***,2018-12-2414:13,尊敬的翁书记:您好！感谢您百忙之中抽空来看留言！我是即将动迁的浦东塔水桥地区的农民，动迁是一个人一生中最大的事情了! 我，一个土生土长在塔水桥的人。我们觉得此次动迁政策有一条《安置过的人除外》，这条有很大的不合理性。国家的总体方向是力求公平，但，我因为2003年丈母娘家动迁时，她们把我名字写上去，就被剥夺了享受现在新政策的权利，丈母娘家动迁只享受了26.75平/人的待遇(丈母娘分给老婆的房子107平的)，恳请书记向有关部门提议，对安置过，但未满人均40平的困难户，补足差额！  不说同样一个浦东新区的三口之家的家庭，为什么有的可以享受200平(另2份是子女达到婚龄大龄的1份，及独生子女1份)。我觉得政府口口声声说的“公平”，只对有些家庭“公平”，对我们这些困难户来说，一碗水还是没有端平！(他们那些条件稍好的人，十多年前买房了，现在确是好上加好了!   我们困难户，因为一直指望着拆迁，想想总归会有房的，而错失了买房的最佳良机)我妻子现在是一个听力为一级残疾的残疾人，我自己也因为腰受伤，有严重的腰肌劳损和腰椎骨质增生，医生建议要注意当心，但也只能硬撑着去工作。 恳请书记向有关方面反映，体恤我们困难家庭，体现真正的“公平”！  万分感谢！！！,浦东区委网信办,尊敬的翁书记:您好！感谢您百忙之中抽空来看留言！我是即将动迁的浦东塔水桥地区的农民，动迁是一个人一生中最大的事情了! 我，一个土生土长在塔水桥的人。我们觉得此次动迁政策有一条《安置过的人除外》，这条有很大的不合理性。国家的总体方向是力求公平，但，我因为2003年丈母娘家动迁时，她们把我名字写上去，就被剥夺了享受现在新政策的权利，丈母娘家动迁只享受了26.75平/人的待遇(丈母娘分给老婆的房子107平的)，恳请书记向有关部门提议，对安置过，但未满人均40平的困难户，补足差额！  不说同样一个浦东新区的三口之家的家庭，为什么有的可以享受200平(另2份是子女达到婚龄大龄的1份，及独生子女1份)。我觉得政府口口声声说的“公平”，只对有些家庭“公平”，对我们这些困难户来说，一碗水还是没有端平！(他们那些条件稍好的人，十多年前买房了，现在确是好上加好了!   我们困难户，因为一直指望着拆迁，想想总归会有房的，而错失了买房的最佳良机)我妻子现在是一个听力为一级残疾的残疾人，我自己也因为腰受伤，有严重的腰肌劳损和腰椎骨质增生，医生建议要注意当心，但也只能硬撑着去工作。 恳请书记向有关方面反映，体恤我们困难家庭，体现真正的“公平”！  万分感谢！！！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
失信企业享骑电单车不退还押金,待回复,企业 投诉,李***,2018-12-1808:27,您好，我是一名学生，在10月1日长沙玩的时候使用了享骑电单车，也是在当日申请的退还押金。但是，过了7到15个工作日后，他们并没有退还，此后，我每个星期都会找几次客服询问情况，但是客服不是搪塞，推卸责任给财务就是骗我说哪天押金会到，然而到现在还没有到。我也是在网上了解到了有很多人也有这种情况，比我还长时间的都有。希望上海市政府相关部门能重视这种不诚信企业，不要让更多的老百姓上当受骗。也希望领导给民众一个公道。,,,
上海公积金在武汉购房使用问题,待回复,政务 咨询,h***,2018-12-1808:03,本人户口武汉，在上海打工(名下无房与交易记录)，有上海市公积金，近期武汉允许外地公积金贷款购房，但有若干问题，请回答。问题1 本人在上海有两个公积金账户，分别是住房公积金与补充公积金，这两个公积金是否都能在武汉购房中贷款？问题2 武汉市政府文件指出，需要有公积金缴存地(上海)的房查证明，这个证明如何在上海市获取，本人多次拨打021-58881688转1715，并无人接听。问题3 本人单身，未婚，网上有消息称需要个人单身证明材料来打上海市无房证明，但此证明民政局已经不开具，难道户口本上的未婚不能作为我单身的证明吗，如果上海相关部门要求给予单身证明，应该如何开具？请回答，谢谢！,,,
违章搭建何时拆,已办理,城建 求助,俞***,2018-12-1210:30,浦东东三里桥路326～340号，违章建筑。该处建筑经浦东新区规划局，浦东新区房地局查不到规划图纸以及房产证。二楼老伯七十多岁，并患有残疾（有残疾证），生活长期需要老伴照顾。此建筑影响了1～3楼居民正常生活。如不能拆除，二楼有扇窗户靠近居民阳台，影响隐私、噪音扰民。希望能将其封闭。（如照片所示）“五违四必”活动前用于商业活动，其中二楼出租用于早教。当地街道、城管已经信访多次，没有结果。整条马路为什么只保留了这栋建筑？要求房屋使用性质书面公开。空调外机安装不能影响居民正常生活。希望领导急百姓之所急，忧百姓之所忧。能到实地调查后，给出结论。,浦东区委网信办,浦东东三里桥路326～340号，违章建筑。该处建筑经浦东新区规划局，浦东新区房地局查不到规划图纸以及房产证。二楼老伯七十多岁，并患有残疾（有残疾证），生活长期需要老伴照顾。此建筑影响了1～3楼居民正常生活。如不能拆除，二楼有扇窗户靠近居民阳台，影响隐私、噪音扰民。希望能将其封闭。（如照片所示）“五违四必”活动前用于商业活动，其中二楼出租用于早教。当地街道、城管已经信访多次，没有结果。整条马路为什么只保留了这栋建筑？要求房屋使用性质书面公开。空调外机安装不能影响居民正常生活。希望领导急百姓之所急，忧百姓之所忧。能到实地调查后，给出结论。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
2345章鱼星球，上市公司产品无人问津,已办理,金融 求助,期***,2018-12-1006:57,"上海二三四五网络控股集团有限公司，忽略央行相关公告，公然ICO,并以A股上市公司背书的宣传方式发行代币STC,推出矿机性质的智能硬件——章鱼星球，并在京东众筹6400万，创国内众筹记录，导致用户纷纷抢购。待国内相关政策紧缩并被奔跑财经和财联社等相关媒体报道此事后，2345公司火速与章鱼星球项目切割，公然宣布与之毫无关联，以致激怒大部分投资者与经销商来到2345公司上海总部门前声讨说辞，希望引起社会关注，给用户们一个满意的答复！",浦东区委网信办,"上海二三四五网络控股集团有限公司，忽略央行相关公告，公然ICO,并以A股上市公司背书的宣传方式发行代币STC,推出矿机性质的智能硬件——章鱼星球，并在京东众筹6400万，创国内众筹记录，导致用户纷纷抢购。待国内相关政策紧缩并被奔跑财经和财联社等相关媒体报道此事后，2345公司火速与章鱼星球项目切割，公然宣布与之毫无关联，以致激怒大部分投资者与经销商来到2345公司上海总部门前声讨说辞，希望引起社会关注，给用户们一个满意的答复！","
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
反映小区内居民养鸽子，鸽屎满天飞的情况,已办理,城建 求助,k***,2018-12-0707:59,上海市浦东新区尚博路799弄金橘新苑北区，22号楼顶居民。养了几百只鸽子，每天处于散养，随意时间放飞的状态。楼下停得车辆几乎都无一幸免，上面都是鸽屎。居民晾在外的衣物，被子等上也有。窗台上，鸽屎无处不在。请调查改所住户是否有养鸽资格证，如若没有请予以取缔。并要求每天规定时间内进行放飞。给其他人的生活带来了极大的不方便，谢谢。,浦东区委网信办,上海市浦东新区尚博路799弄金橘新苑北区，22号楼顶居民。养了几百只鸽子，每天处于散养，随意时间放飞的状态。楼下停得车辆几乎都无一幸免，上面都是鸽屎。居民晾在外的衣物，被子等上也有。窗台上，鸽屎无处不在。请调查改所住户是否有养鸽资格证，如若没有请予以取缔。并要求每天规定时间内进行放飞。给其他人的生活带来了极大的不方便，谢谢。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
