标题,状态,领域,用户名,时间,内容,回复单位,回复内容,回复时间
餐厅老板推欠辞职员工工资不给,已办理,金融 投诉,W***,2019-05-2914:27,我家住怒江州兰坪县通甸镇通甸村，2018年，九月份，进入丽江市古城区，黑山羊一条街，阿一旦旗舰店上班，因家里面的老人小孩在家，我于2018十二月十六号辞工到2019一月十六号回家过年，可是老板至今都没有给我结算工资，电话不接，短信不回，家里两个上高中的学生需要生活费，我现在在家，没有经济来源，孩子的爸爸一个人难以供两个学生，我希望能拿到这点工资挡一挡孩子的生活费,古城区人力资源与社会保障局,我家住怒江州兰坪县通甸镇通甸村，2018年，九月份，进入丽江市古城区，黑山羊一条街，阿一旦旗舰店上班，因家里面的老人小孩在家，我于2018十二月十六号辞工到2019一月十六号回家过年，可是老板至今都没有给我结算工资，电话不接，短信不回，家里两个上高中的学生需要生活费，我现在在家，没有经济来源，孩子的爸爸一个人难以供两个学生，我希望能拿到这点工资挡一挡孩子的生活费,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
拖欠工资,已办理,城建 投诉,高***,2019-05-2416:35,你好，崔书记。本人刚毕业出来到云南联都建设监理有限公司上班，每个月扣着200的工程质保金，公司老总李X说工地验收了就反还本人，但现在工地都验收了几个月，本人跟公司去拿，公司办公室杨XX和公司老总李X以各种理由拒付。望领导能帮处理。公司地址:古城区福星路喜洋洋婚纱摄影对面123工作室，,古城区书记区长信箱,你好，崔书记。本人刚毕业出来到云南联都建设监理有限公司上班，每个月扣着200的工程质保金，公司老总李X说工地验收了就反还本人，但现在工地都验收了几个月，本人跟公司去拿，公司办公室杨XX和公司老总李X以各种理由拒付。望领导能帮处理。公司地址:古城区福星路喜洋洋婚纱摄影对面123工作室，,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
公益性岗位有何出路?,已办理,就业 咨询,W***,2019-05-2113:33,尊敬的崔书记，您好！我是丽江的一名公益性岗位人员。我想咨询您个问题:为什么公益性岗位和志愿者有区别对待?我们做的也是同样的工作。为什么志愿者报考公务员有身份设定?而我们公益性岗位就区别对待。拿的工资是全体人群中最低的工资，一个月2000多元，从来不加工资。请问公益性岗位有何出路?,丽江市人力资源与社会保障局,尊敬的崔书记，您好！我是丽江的一名公益性岗位人员。我想咨询您个问题:为什么公益性岗位和志愿者有区别对待?我们做的也是同样的工作。为什么志愿者报考公务员有身份设定?而我们公益性岗位就区别对待。拿的工资是全体人群中最低的工资，一个月2000多元，从来不加工资。请问公益性岗位有何出路?,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
泸沟湖家访套路,已办理,旅游 求助,善***,2019-05-1808:54,领导您好！跟老公儿子一家三口来到美丽的云南非常开心，今天去的是美丽的泸沟湖，导游安排我们由当地的阿妹带我们家访，在那里没有一个人拍照，因为大家尊重名族信仰，给我们讲了很多感人的故事，还有银饰的保健作用，说卖银子的钱是会交给当地村委会，我就花8000多买了个银腰带，结果回到酒店百度了发现自己居然被套路了，看到大家都在这里留言就可以退货，所以我也给您留言，希望领导能看到了给我回复一下,丽江市泸沽湖省级旅游区管理委员会,领导您好！跟老公儿子一家三口来到美丽的云南非常开心，今天去的是美丽的泸沟湖，导游安排我们由当地的阿妹带我们家访，在那里没有一个人拍照，因为大家尊重名族信仰，给我们讲了很多感人的故事，还有银饰的保健作用，说卖银子的钱是会交给当地村委会，我就花8000多买了个银腰带，结果回到酒店百度了发现自己居然被套路了，看到大家都在这里留言就可以退货，所以我也给您留言，希望领导能看到了给我回复一下,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
丽江国际购物广场购买黄龙玉已经退款,已办理,政务 感谢,W***,2019-05-1713:00,谢谢书记，丽江国际购物广场已经完成退款！,丽江市书记市长信箱,谢谢书记，丽江国际购物广场已经完成退款！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
崔书记您好,已办理,旅游 感谢,草***,2019-05-1513:37,关于药品的问题由于本人心急之下没有和商家沟通就先投诉了，沟通后商家已经给退款退货，给领导及商家带来的不便望请见谅，现在问题已经解决，感谢领导的关心支持，也感谢商家的配合，,丽江市旅游发展委员,关于药品的问题由于本人心急之下没有和商家沟通就先投诉了，沟通后商家已经给退款退货，给领导及商家带来的不便望请见谅，现在问题已经解决，感谢领导的关心支持，也感谢商家的配合，,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
丽江交警095821非法执法! ,已办理,交通 投诉,T***,2019-05-1416:58,请领导帮助：本人驾驶鄂A 牌照汽车，由于19年开始湖北省已经取消张贴保险标志所以车子只贴了一个检车标志，095821这位执勤人员拦住我们不分青红皂白的就直接说我们违章违法必须处罚，和他解释几次湖北省已经取消张贴他不听，直接开出违法单要求我们强制执行，态度恶劣!,丽江市交警支队,请领导帮助：本人驾驶鄂A 牌照汽车，由于19年开始湖北省已经取消张贴保险标志所以车子只贴了一个检车标志，095821这位执勤人员拦住我们不分青红皂白的就直接说我们违章违法必须处罚，和他解释几次湖北省已经取消张贴他不听，直接开出违法单要求我们强制执行，态度恶劣!,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
藏药,已办理,旅游 投诉,草***,2019-05-1416:50,前几天我和老婆去云南丽江度蜜月，报了个团去泸沽湖玩，在丽江古城民宿客栈报的团，说包吃包住不强制购物，第一条上车一个藏族导游就态度非常不好，我们也没说什么一路去了，第二天导游就开始带着我们去买东西，还说多少必须买点，第一家去的翡翠店，东西很贵，我也没买，上车后导游就非常不高兴，又说了很多难听的话。说不买带你们去第二个，再不买就去第三个，而且脸色不好，说话难听。然后去第二个购物点买藏药，还有一个北京医生坐诊，觉得不错给家里老人带点，买了天麻，藏红花，鬼臼，还有医生给开了两样，每样也没多少，说免费打磨，吃了就好，打磨出来8250块钱，就觉得别坑了，回来以后查到药材的价格也贵的离谱，本来是很好的心情去度蜜月，一下我俩把钱花光了也玩不了了，丽江很美，泸沽湖也很漂亮，可是这些黑心的商家和团会给我们这么美丽的地方抹黑的，望领导详查这些黑心商家，我想退货退款，现在药真在路上快递回来。购买的单据，微信支付凭证都有。,古城区文化和旅游局,前几天我和老婆去云南丽江度蜜月，报了个团去泸沽湖玩，在丽江古城民宿客栈报的团，说包吃包住不强制购物，第一条上车一个藏族导游就态度非常不好，我们也没说什么一路去了，第二天导游就开始带着我们去买东西，还说多少必须买点，第一家去的翡翠店，东西很贵，我也没买，上车后导游就非常不高兴，又说了很多难听的话。说不买带你们去第二个，再不买就去第三个，而且脸色不好，说话难听。然后去第二个购物点买藏药，还有一个北京医生坐诊，觉得不错给家里老人带点，买了天麻，藏红花，鬼臼，还有医生给开了两样，每样也没多少，说免费打磨，吃了就好，打磨出来8250块钱，就觉得别坑了，回来以后查到药材的价格也贵的离谱，本来是很好的心情去度蜜月，一下我俩把钱花光了也玩不了了，丽江很美，泸沽湖也很漂亮，可是这些黑心的商家和团会给我们这么美丽的地方抹黑的，望领导详查这些黑心商家，我想退货退款，现在药真在路上快递回来。购买的单据，微信支付凭证都有。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
祥和商业广场的平安物业，开发商物管管理脏乱差,已办理,城建 求助,麦***,2019-05-1316:23,我们是住在祥和商业广场的住户，好不容易买了套房子，于2017年入住至今，小区物业管理整体脏乱差，房子的证也是拖拖拉拉的，在不断的催促下才给予办理，但是目前依旧还是有很多的用户没有办到。小区地下停车场至今没有对用户开放，其次我们小区的物业管理，无比的乱，小区里面的保安形同虚设，任何人都可以进去小区，任何车辆也都可以进入，有外来车子在小区停了数月也无人管理，无人问津，进入小区的道路也是常常被当成停车场停满了车子，出入小区被堵的水泄不通，物管与开发商互相踢皮球，至今无法给予出一个合理的管理办法，小区内停车混乱，小区的物业管理费也超高，水电费也被强制的捆绑进了物业管理里面，经常有住户也反映过，消费不明，有的住户没有人住，一个月却又几百钱的电费，我们都不知道一个月到底用了多少电，用了多少水。小区的太阳能，一栋8户共用，房地产商当初在房里面装了热水器，可是热水器也是经常出问题，物管与开发商至今也没有解决的办法，小区电梯也是经常坏，维修保养不及时，并且就最近小区出现的问题，很多高层住户家里面水压不稳，有时候一滴水都没有，导致很多用户现在家里面用水困难，开发商与物管一个推给一个，也是没有帮忙解决问题。试问我们辛辛苦苦工作买房，不就是为了一个舒适的环境去生活吗，现在这样的小区环境真的让生活越来越糟糕，恳请相关部门给予帮助解决，谢谢！,古城区住房和城乡建设局,我们是住在祥和商业广场的住户，好不容易买了套房子，于2017年入住至今，小区物业管理整体脏乱差，房子的证也是拖拖拉拉的，在不断的催促下才给予办理，但是目前依旧还是有很多的用户没有办到。小区地下停车场至今没有对用户开放，其次我们小区的物业管理，无比的乱，小区里面的保安形同虚设，任何人都可以进去小区，任何车辆也都可以进入，有外来车子在小区停了数月也无人管理，无人问津，进入小区的道路也是常常被当成停车场停满了车子，出入小区被堵的水泄不通，物管与开发商互相踢皮球，至今无法给予出一个合理的管理办法，小区内停车混乱，小区的物业管理费也超高，水电费也被强制的捆绑进了物业管理里面，经常有住户也反映过，消费不明，有的住户没有人住，一个月却又几百钱的电费，我们都不知道一个月到底用了多少电，用了多少水。小区的太阳能，一栋8户共用，房地产商当初在房里面装了热水器，可是热水器也是经常出问题，物管与开发商至今也没有解决的办法，小区电梯也是经常坏，维修保养不及时，并且就最近小区出现的问题，很多高层住户家里面水压不稳，有时候一滴水都没有，导致很多用户现在家里面用水困难，开发商与物管一个推给一个，也是没有帮忙解决问题。试问我们辛辛苦苦工作买房，不就是为了一个舒适的环境去生活吗，现在这样的小区环境真的让生活越来越糟糕，恳请相关部门给予帮助解决，谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
丽江国际购物广场购买黄龙玉存在瑕疵,已办理,旅游 投诉,W***,2019-05-1117:29,尊敬的市委书记，您好！我们是来丽江游玩的，今天去丽江国际购物广场逛了一圈，看见一楼A区有一个柜台叫做上海金一黄金银楼的店，我们进去看了一下那个黄龙玉，听着她们介绍就买了两块黄龙玉九百多，回到酒店和朋友说起这个黄龙玉，叫我们给他们看一下，其中有位朋友就看见裂痕，而且用手摸得到，虽然价格不是很贵，还是希望能让消费者购买到好的商品！我们还是希望能够退货！,丽江市工商局,尊敬的市委书记，您好！我们是来丽江游玩的，今天去丽江国际购物广场逛了一圈，看见一楼A区有一个柜台叫做上海金一黄金银楼的店，我们进去看了一下那个黄龙玉，听着她们介绍就买了两块黄龙玉九百多，回到酒店和朋友说起这个黄龙玉，叫我们给他们看一下，其中有位朋友就看见裂痕，而且用手摸得到，虽然价格不是很贵，还是希望能让消费者购买到好的商品！我们还是希望能够退货！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
拖欠我工资30000多元4年了,已办理,政务 投诉,2***,2019-05-0910:48,崔书记你好，我2015年在定华公司民主煤矿上班一只到停场，只到现在公司还有37000元左右的工资未支付给我，期间也找个公司领导和监管部门，都被告知公司困难没钱，监管部门以公司协调等原因至今没有支付我工资，我出身农民家庭幼年丧父，母亲改嫁后身体一直不好，后父换有严重风湿病，还有一个妹妹在上中学，一家人就靠我打工维持生活，今年工作也不好做，在这走头无路之际给领导在这里留言，希望你能看到，并给以解决，在此谢谢领导了！,华坪县人力资源与社会保障局,崔书记你好，我2015年在定华公司民主煤矿上班一只到停场，只到现在公司还有37000元左右的工资未支付给我，期间也找个公司领导和监管部门，都被告知公司困难没钱，监管部门以公司协调等原因至今没有支付我工资，我出身农民家庭幼年丧父，母亲改嫁后身体一直不好，后父换有严重风湿病，还有一个妹妹在上中学，一家人就靠我打工维持生活，今年工作也不好做，在这走头无路之际给领导在这里留言，希望你能看到，并给以解决，在此谢谢领导了！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
拖欠农民工半年工资,已办理,就业 求助,快***,2019-05-0411:19,尊敬的市委书记您好！我是一名农民工的孩子，现在是一名民办学校的大学生，我爸爸在由丽江到香格里拉的铁路隧道工作已经有半年没有放过工资了，工地上还有很多这样的人，在不发工资我就要上不起学了请你们帮帮我们。,玉龙县人力资源和社会保障局,尊敬的市委书记您好！我是一名农民工的孩子，现在是一名民办学校的大学生，我爸爸在由丽江到香格里拉的铁路隧道工作已经有半年没有放过工资了，工地上还有很多这样的人，在不发工资我就要上不起学了请你们帮帮我们。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
购买商品房，十一年未交房！,已办理,城建 投诉,阿***,2019-05-0209:38,尊敬的崔书记，我是丽江市华坪县人，2008年在华坪县凯悦大厦购买了一套商品房，开发商承诺2009年交房，经过相关手续，首付了9万元。可到了09年交房期限，开发商以种种理由一拖再拖拒不交房，一直拖到现在整整十一年。请问崔书记，您能不能在百忙中过问一下此事？万分感激！,华坪县住房和城乡规划建设局,尊敬的崔书记，我是丽江市华坪县人，2008年在华坪县凯悦大厦购买了一套商品房，开发商承诺2009年交房，经过相关手续，首付了9万元。可到了09年交房期限，开发商以种种理由一拖再拖拒不交房，一直拖到现在整整十一年。请问崔书记，您能不能在百忙中过问一下此事？万分感激！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
花5000元买的黄龙玉貔貅想要退货 求帮助,已办理,旅游 求助,蝉***,2019-04-2916:04,我于云南旅游 在4.22号于大理购买一块黄龙玉貔貅 买的时候说30天无理由退货 回家后送给父母 他们要朋友看了一下 坚决要我退货  我拨打售后 结果打了几个没有人接  本来我是想和和气气的退货的 但现在这就是摆明了欺骗消费者啊 我还是个20岁的学生 出于好意和孝心 结果真的让我又羞又怒 这更加坚定了我要退货的决心 朋友要我打12301 我现在真的不知道怎么办了 求助,丽江市书记市长信箱,我于云南旅游 在4.22号于大理购买一块黄龙玉貔貅 买的时候说30天无理由退货 回家后送给父母 他们要朋友看了一下 坚决要我退货  我拨打售后 结果打了几个没有人接  本来我是想和和气气的退货的 但现在这就是摆明了欺骗消费者啊 我还是个20岁的学生 出于好意和孝心 结果真的让我又羞又怒 这更加坚定了我要退货的决心 朋友要我打12301 我现在真的不知道怎么办了 求助,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
关于高价购买药材和银梳子的澄清,已办理,旅游 感谢,柠***,2019-04-2818:36,崔书记您好，我是陕西过来丽江旅游的游客，昨晚发了帖子，是想咨询一下当地的药材和银饰价格，并不是投诉，今天早上商家和导游都给我回了电话也解决了做了退款处理，谢谢您在百忙之中对我的事情做出了这么快的处理，谢谢您！,丽江市书记市长信箱,崔书记您好，我是陕西过来丽江旅游的游客，昨晚发了帖子，是想咨询一下当地的药材和银饰价格，并不是投诉，今天早上商家和导游都给我回了电话也解决了做了退款处理，谢谢您在百忙之中对我的事情做出了这么快的处理，谢谢您！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
关于云南旅游购买高价药材藏红花鬼臼,已办理,旅游 咨询,柠***,2019-04-2808:37,崔书记您好，我是陕西来云南旅游的游客，在泸沽湖旅游期间被导游带进一家药材店，本来是想了解一下，后来在一位中医看完之后买了藏红花和鬼臼，论克卖，藏红花一克60元，鬼臼一克10元称完藏红花10克，鬼臼说是200克，我还没有反应过来就去磨成粉了，我说太贵了要不了这么多，就说已经磨成粉了没办法，后来跟导游商量少要点儿，就要了50克，想着已经磨了要点儿算了，回到酒店上网看到刚刚有人投诉同样的事情，也是被高价购买了藏红花和鬼臼，我就想问一下到底这种药材在云南能不能购买，这种价位是不是合理，请您看到留言回复我一下，谢谢。,丽江市书记市长信箱,崔书记您好，我是陕西来云南旅游的游客，在泸沽湖旅游期间被导游带进一家药材店，本来是想了解一下，后来在一位中医看完之后买了藏红花和鬼臼，论克卖，藏红花一克60元，鬼臼一克10元称完藏红花10克，鬼臼说是200克，我还没有反应过来就去磨成粉了，我说太贵了要不了这么多，就说已经磨成粉了没办法，后来跟导游商量少要点儿，就要了50克，想着已经磨了要点儿算了，回到酒店上网看到刚刚有人投诉同样的事情，也是被高价购买了藏红花和鬼臼，我就想问一下到底这种药材在云南能不能购买，这种价位是不是合理，请您看到留言回复我一下，谢谢。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
丽江玉龙雪山与丽江印象门票关联,已办理,旅游 投诉,学***,2019-04-2808:08,我们即将前往丽江游玩，我们选择每天分开跟团出行，但是旅游团现在提前告诉我们，要跟团去雪山游玩，就一定要买丽江印象的票，两者必须关联，不能分开。我们表示不想看丽江印象，导游就告诉我们不可以只去雪山。因为我们是询问旅社老板，有老板帮我们带找的旅行团，所以我们对于旅行社的这项规定也无处问询，只能寄希望于您能帮我们解答疑问，谢谢。,丽江市旅游发展委员、丽江市玉龙雪山省级旅游开发区管理委员会,我们即将前往丽江游玩，我们选择每天分开跟团出行，但是旅游团现在提前告诉我们，要跟团去雪山游玩，就一定要买丽江印象的票，两者必须关联，不能分开。我们表示不想看丽江印象，导游就告诉我们不可以只去雪山。因为我们是询问旅社老板，有老板帮我们带找的旅行团，所以我们对于旅行社的这项规定也无处问询，只能寄希望于您能帮我们解答疑问，谢谢。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
问题已解决，无需回复了,已办理,旅游 咨询,吕***,2019-04-2509:50,上个留言说的问题已解决，银碗已退，款也退给我了，无需再处理回复了，谢谢！,丽江市泸沽湖省级旅游区管理委员会,上个留言说的问题已解决，银碗已退，款也退给我了，无需再处理回复了，谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
到泸沽湖女儿国家访听故事买银碗，求证实真假,已办理,旅游 咨询,吕***,2019-04-2506:29,我来自福建泉州，慕名而来，今天和同事一起到泸沽湖女儿国家访，由一个阿妹带着去参观祖母房，听阿妹介绍走婚习俗，介绍当地教育资源贫乏，说到他们有手工艺品，纯银手工打造，是自家舅舅打造，独一无二，还有各种功效，还说是做功德，捐款给希望小学，买了个银碗，1600多，后面听说可能被骗了，说是编故事博取同情，说银也不正，我也不清楚是真是假，求证实真假,丽江市泸沽湖省级旅游区管理委员会,我来自福建泉州，慕名而来，今天和同事一起到泸沽湖女儿国家访，由一个阿妹带着去参观祖母房，听阿妹介绍走婚习俗，介绍当地教育资源贫乏，说到他们有手工艺品，纯银手工打造，是自家舅舅打造，独一无二，还有各种功效，还说是做功德，捐款给希望小学，买了个银碗，1600多，后面听说可能被骗了，说是编故事博取同情，说银也不正，我也不清楚是真是假，求证实真假,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
感谢快速处理泸沽湖旅游被骗事件,已办理,旅游 感谢,t***,2019-04-2214:05,4月8日有反映在泸沽湖被骗买银器事件，感谢丽江市快速与四川凉山那边沟通，反映我的情况。也感谢四川凉山那边的负责人第二天便帮我解决好了我反映的事件！,丽江市泸沽湖省级旅游区管理委员会,4月8日有反映在泸沽湖被骗买银器事件，感谢丽江市快速与四川凉山那边沟通，反映我的情况。也感谢四川凉山那边的负责人第二天便帮我解决好了我反映的事件！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
关于泸沽湖银子事情已解决,已办理,旅游 感谢,s***,2019-04-2214:05,非常谢谢人民网平台，为消费者维权，早上刚发出来今天就解决了，出门在外让我们觉得很有安全感，首先此次云南之行很愉快有机会还会再来，这次在泸沽湖买的银饰可能也是因为不了解当地风俗，有些误会误解，刚刚工作人员也已经打电话协商解决了，已退货退款。感谢您们,丽江市泸沽湖省级旅游区管理委员会,非常谢谢人民网平台，为消费者维权，早上刚发出来今天就解决了，出门在外让我们觉得很有安全感，首先此次云南之行很愉快有机会还会再来，这次在泸沽湖买的银饰可能也是因为不了解当地风俗，有些误会误解，刚刚工作人员也已经打电话协商解决了，已退货退款。感谢您们,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
昨日泸沽湖家访卖银饰品入坑，水太深,已办理,旅游 投诉,s***,2019-04-2208:33,昨天早上去摩梭人家里家访，一个叫格桑的啊妹带着我们进入她家祖母屋，家访参观的是祖母房，是很神圣的，要遵重少数民族的习俗，不能拍照录像，不要玩手机。其实不拍照录像就不会留下证据，不玩手机就不能百度和联系外界，在封闭的环境和有限的时间内，在她们的煽动下冲动消费。然后循序渐进的开始讲他们的走婚文化，听着是挺有意思的，说着说着就开始说银的好处，说他们这的银都是可以食用的雪花银，怀孕的时候带银腰带可以吸附胎毒什么的，可以放锅里煮水吃了消炎杀菌，接着就开始挑几个人刮痧用个银碗装了开水用把银梳子泡在里面，边刮边泡，确实很快出痧，先不说银的真假，但他们卖的价格是18块多一克，还没有证书，还不如去百虽坊买了心里踏实，也是看到很多人买我也买了两个银镯子，花了1800左右，我朋友也买了一把梳子1090元。格桑还说买了她们的银还可以留名当作好事，即使做好事我认为也不必过于抬高价格，大家朴实一点真诚一点不要那么多套路，这样每个人买了都心安些。也不是多少钱的问题，我们都是消费者应该维权。,丽江市泸沽湖省级旅游区管理委员会,昨天早上去摩梭人家里家访，一个叫格桑的啊妹带着我们进入她家祖母屋，家访参观的是祖母房，是很神圣的，要遵重少数民族的习俗，不能拍照录像，不要玩手机。其实不拍照录像就不会留下证据，不玩手机就不能百度和联系外界，在封闭的环境和有限的时间内，在她们的煽动下冲动消费。然后循序渐进的开始讲他们的走婚文化，听着是挺有意思的，说着说着就开始说银的好处，说他们这的银都是可以食用的雪花银，怀孕的时候带银腰带可以吸附胎毒什么的，可以放锅里煮水吃了消炎杀菌，接着就开始挑几个人刮痧用个银碗装了开水用把银梳子泡在里面，边刮边泡，确实很快出痧，先不说银的真假，但他们卖的价格是18块多一克，还没有证书，还不如去百虽坊买了心里踏实，也是看到很多人买我也买了两个银镯子，花了1800左右，我朋友也买了一把梳子1090元。格桑还说买了她们的银还可以留名当作好事，即使做好事我认为也不必过于抬高价格，大家朴实一点真诚一点不要那么多套路，这样每个人买了都心安些。也不是多少钱的问题，我们都是消费者应该维权。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
感谢丽江市委崔书记,已办理,旅游 感谢,黄***,2019-04-1007:49,关于2019.2.11在诚鼎茶行购买黄龙玉手镯一事已得到快速处理。我们当天有束河古镇行程，我们逛束河古镇景区时我在“诚鼎茶行”买了一支8080元的黄龙玉手镯。回到家后因一些朋友的各类评估觉得买贵了，在没有和商家联系前因一时心急就发了贴投诉，事后商家已主动与我沟通后达成了退货意见，并且很积极的办理了退货手续，实在是一家良心商户。我对处理结果非常满意，感谢领导的帮助，在此给领导带来的麻烦深表歉意！希望云南越来越好！,丽江市书记市长信箱,关于2019.2.11在诚鼎茶行购买黄龙玉手镯一事已得到快速处理。我们当天有束河古镇行程，我们逛束河古镇景区时我在“诚鼎茶行”买了一支8080元的黄龙玉手镯。回到家后因一些朋友的各类评估觉得买贵了，在没有和商家联系前因一时心急就发了贴投诉，事后商家已主动与我沟通后达成了退货意见，并且很积极的办理了退货手续，实在是一家良心商户。我对处理结果非常满意，感谢领导的帮助，在此给领导带来的麻烦深表歉意！希望云南越来越好！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
泸沽湖旅游被骗,已办理,旅游 投诉,t***,2019-04-0811:36,尊敬的领导您好!3月23日及3月24日报团去了泸沽湖，感觉被骗了。当时报的纯玩团，当天还好，听导游说因为他的关系，帮我们找到了好的住所，吃到好的晚饭。3月24日导游就说我们回报他的时候到了，当时还不明白什么意思。后来把我们带到四川摩梭人住的地方，当地的拉措带我们到她祖母的房间，同时不让拍照，不让录音，也不让轻易出去，说是对他们的尊重，每个人的信仰不同，那秉着尊重他人的原则，我也一一遵守。于是拉措讲了一些摩梭人走婚的文化，说是让我们传播正确的走婚文化，中间又讲一些不知是真是假的感人故事，故事中无时无刻的说他们摩梭人的银器有多好，告诉我们买的话还可以做功德，说其中部分的的钱是用在公益上的，当时听了故意非常感动，还真买了几千元的银器，希望尽一点的绵薄弱之力。旅游回来后和也去过的朋友说起，不同的朋友，都一样的故事经历，于是对这次旅游的经历表示了怀疑。因为当时我买的银器有的是用于装食品的，给女儿用的，担心银不正宗，会影响身体，于是查了一下。不止银有可能是不纯的，价格比外面大品牌的贵不止一倍，还有可能他们的故事也是假的，做的公益也是假的。现在那些银器我都不敢给女儿使用。他们这样利用别人的同情心，别人的善心来骗人的，真的好吗？假如这样，以后让我们如何去相信人，信任人，善待人。所以我对这次旅游十分失望，那么美的地方，希望不要因为他们而弄脏了！使得别人再不愿去！,丽江市泸沽湖省级旅游区管理委员会,尊敬的领导您好!3月23日及3月24日报团去了泸沽湖，感觉被骗了。当时报的纯玩团，当天还好，听导游说因为他的关系，帮我们找到了好的住所，吃到好的晚饭。3月24日导游就说我们回报他的时候到了，当时还不明白什么意思。后来把我们带到四川摩梭人住的地方，当地的拉措带我们到她祖母的房间，同时不让拍照，不让录音，也不让轻易出去，说是对他们的尊重，每个人的信仰不同，那秉着尊重他人的原则，我也一一遵守。于是拉措讲了一些摩梭人走婚的文化，说是让我们传播正确的走婚文化，中间又讲一些不知是真是假的感人故事，故事中无时无刻的说他们摩梭人的银器有多好，告诉我们买的话还可以做功德，说其中部分的的钱是用在公益上的，当时听了故意非常感动，还真买了几千元的银器，希望尽一点的绵薄弱之力。旅游回来后和也去过的朋友说起，不同的朋友，都一样的故事经历，于是对这次旅游的经历表示了怀疑。因为当时我买的银器有的是用于装食品的，给女儿用的，担心银不正宗，会影响身体，于是查了一下。不止银有可能是不纯的，价格比外面大品牌的贵不止一倍，还有可能他们的故事也是假的，做的公益也是假的。现在那些银器我都不敢给女儿使用。他们这样利用别人的同情心，别人的善心来骗人的，真的好吗？假如这样，以后让我们如何去相信人，信任人，善待人。所以我对这次旅游十分失望，那么美的地方，希望不要因为他们而弄脏了！使得别人再不愿去！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
