标题,状态,领域,用户名,时间,内容,回复单位,回复内容,回复时间
为什么云县涌宝岔河街小光山村没有水泥路？,已办理,交通 求助,临***,2018-10-1910:56,贯穿忙亥村委会和岔河街村委会十几个组的主干道（小光山村路段）修缮请示。       尊敬的各位市长:您好！忙亥、岔河街村委会的主干道（简称忙岔路）位于涌宝镇最偏远最高寒的山区。忙岔路是附近十几个组唯一的一条交通要道，忙岔路从岔河街村委会羊圈山组开始，依次经过罗家山小学、胡家组、罗家组、李家组、小光山组，接着是忙亥村委会树林脚组、亮谷村组、干沟边组、赶马村组、罗家组、忙亥组等十几个组的主要干道。其中我村委会羊圈山组到干沟边组为土路，全长大约6公里。    所涉及的十几个组上千名村民都深刻意识到要致富先修路。2007年，我组及其他组都把各组的部分毛路修好。2015年，十几个组把毛路加实加宽并相互连通，从忙亥村委会忙亥组到干沟边组的土路已经铺上了硬板路面。贯穿十几个组的毛路干季终于勉强可以首次通车。各组所开挖的毛路路程并不算长，但是因为村民的经济条件限制，道路没有钱用机械疏通，所有道路都是靠所有村民用锄头一锄一锄的开挖，每户人家的工作量都异常的大，村民们付出了许多艰辛的劳动，同时也无偿的献出了自己的几亩田地。修建好所有涵洞、挡墙都是各组每家每户出钱买材料和出力修建。为了修路，为了致富，两个村委会十几个组的村民都尽了最大的力量。多年以来，生活在我们这个区域的村民到雨季就无路可走。即使道路每隔一段时间都进行维修，但是每逢下雨天，道路如农田处处积水，坑坑洼洼，泥泞不堪，部分毛路坍塌，路面变窄甚至中断；大部分路面被雨水冲坏，形成一些分割路面的山水沟，道路状况非常糟糕。现在处于晴天一身灰，雨天一身泥的状态。最糟糕的是无法通行。由于交通不便，严重制约着我们这个区域的经济发展，给生产生活带来了很多不方便，导致500多户村民长期处于贫困状态。在雨季时期，村民到镇上集市交易就只能靠人挑驴驮，无形中增加了各种经济和劳动负担；今年国家扶持建设新平房，建筑材料无法运到施工场地，村民就也只能靠人挑驴驮，无形中还是很难承受各种经济和劳动负担；我们这个区域人口老龄化严重，遇到需要急救的时候，由于道路不畅通，许多鲜活的生命错过了最佳黄金时间。村民不能忍受这样的生活，让忙岔主干道这段毛路铺上水泥路面，已经成为十几个组全部村民的愿望，道路势在必修。国家每次下来的项目两个村委会十几个组都全力竞争，但是各组能力有限。因此在无路可走的时候，想到了党和政府，所有村民非常渴望党和政府能够支持忙岔主干道尽快铺上水泥路面。,临沧市政府办公室,贯穿忙亥村委会和岔河街村委会十几个组的主干道（小光山村路段）修缮请示。       尊敬的各位市长:您好！忙亥、岔河街村委会的主干道（简称忙岔路）位于涌宝镇最偏远最高寒的山区。忙岔路是附近十几个组唯一的一条交通要道，忙岔路从岔河街村委会羊圈山组开始，依次经过罗家山小学、胡家组、罗家组、李家组、小光山组，接着是忙亥村委会树林脚组、亮谷村组、干沟边组、赶马村组、罗家组、忙亥组等十几个组的主要干道。其中我村委会羊圈山组到干沟边组为土路，全长大约6公里。    所涉及的十几个组上千名村民都深刻意识到要致富先修路。2007年，我组及其他组都把各组的部分毛路修好。2015年，十几个组把毛路加实加宽并相互连通，从忙亥村委会忙亥组到干沟边组的土路已经铺上了硬板路面。贯穿十几个组的毛路干季终于勉强可以首次通车。各组所开挖的毛路路程并不算长，但是因为村民的经济条件限制，道路没有钱用机械疏通，所有道路都是靠所有村民用锄头一锄一锄的开挖，每户人家的工作量都异常的大，村民们付出了许多艰辛的劳动，同时也无偿的献出了自己的几亩田地。修建好所有涵洞、挡墙都是各组每家每户出钱买材料和出力修建。为了修路，为了致富，两个村委会十几个组的村民都尽了最大的力量。多年以来，生活在我们这个区域的村民到雨季就无路可走。即使道路每隔一段时间都进行维修，但是每逢下雨天，道路如农田处处积水，坑坑洼洼，泥泞不堪，部分毛路坍塌，路面变窄甚至中断；大部分路面被雨水冲坏，形成一些分割路面的山水沟，道路状况非常糟糕。现在处于晴天一身灰，雨天一身泥的状态。最糟糕的是无法通行。由于交通不便，严重制约着我们这个区域的经济发展，给生产生活带来了很多不方便，导致500多户村民长期处于贫困状态。在雨季时期，村民到镇上集市交易就只能靠人挑驴驮，无形中增加了各种经济和劳动负担；今年国家扶持建设新平房，建筑材料无法运到施工场地，村民就也只能靠人挑驴驮，无形中还是很难承受各种经济和劳动负担；我们这个区域人口老龄化严重，遇到需要急救的时候，由于道路不畅通，许多鲜活的生命错过了最佳黄金时间。村民不能忍受这样的生活，让忙岔主干道这段毛路铺上水泥路面，已经成为十几个组全部村民的愿望，道路势在必修。国家每次下来的项目两个村委会十几个组都全力竞争，但是各组能力有限。因此在无路可走的时候，想到了党和政府，所有村民非常渴望党和政府能够支持忙岔主干道尽快铺上水泥路面。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
拖拉机,已办理,交通 建言,g***,2018-09-0209:59,临沧市区（城区）拖拉机出入频繁，噪音污染大，对市民身心健康影响大，建议禁止拖拉机入城。,临沧市政府办,临沧市区（城区）拖拉机出入频繁，噪音污染大，对市民身心健康影响大，建议禁止拖拉机入城。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
危房改造工程,已办理,城建 投诉,支***,2018-08-2809:17,你好张市长   我是参与临翔区忙畔街道平河和明子村危房该造工程的农民工    我们于2018年6月19号按相关规定完成施工  到目前为止没有领到工程款 多次找政府相关部门和投标的劳务公司讨要  他们互相推委  没有实质性的解决办法   现在实在没有办法 才打扰到您   望您帮忙解决  拿到   我们农民工的血汗钱  如有打扰敬请理解,临沧市政府办公室,你好张市长   我是参与临翔区忙畔街道平河和明子村危房该造工程的农民工    我们于2018年6月19号按相关规定完成施工  到目前为止没有领到工程款 多次找政府相关部门和投标的劳务公司讨要  他们互相推委  没有实质性的解决办法   现在实在没有办法 才打扰到您   望您帮忙解决  拿到   我们农民工的血汗钱  如有打扰敬请理解,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
来自外市一个普通女生的心语,已办理,城建 咨询,j***,2018-08-1215:28,张市长您好！我是来自曲靖的一个普通女生，毕业之际，我也和所有即将参加工作的人一样，都想去一个自己心中理想的地方工作，没错，我选择了物美景美的临沧。于是，我和我的同学们踏上了车程8小时以上的客车离乡来到这个连空气中都充满着青草味的地方，希望在临沧好好工作，回报父母，贡献社会。当然来到这第一件事就是租房，这是最大的一个问题，也是我今天想表达的一个疑惑。由于是外地姑娘，且工作需要上夜班，故而想寻觅一个小区房可能安全些，找了很多天，58同城上也看了很多，不看不知道，临沧房价真的是比较高（这里说的高是与当地GDP相较），不带家电不到50平米的房子不会低于一千RMB ，其他条件稍好一点的想想可知。市长，我是一个外地人，不懂政治经济也不懂物价局亦或房地产，只是一个刚离开学校的普通学生，我知道因为交通不发达，所以临沧物价普遍的高于其他地方，但难过的是连这里都要炒房吗？都要把房价定的这么高吗？对于中国人来说，房子意味着家，现在买房，以后租房，近些年全中国的一个潮流都是在“追房”，毕竟是大趋势下，而且那些地方发展也是很好的，也能理解。对于我们来说，家是曲靖的，也在昆明生活过，但是临沧，我真的很疑惑，这样一个慢节奏，自给自足，没有高速，甚至有的乡村寨子连水泥路都没有的地方也要这样哄抬房价？赶曲超昆是事实，真的不知道为什么。当然，或许随着大临铁路的建成，临沧的发展会越来越好，云南对外的旅游名片也不仅仅是大理丽江，像临沧这么原始的风土人情更是值得好好的发展！我知道市长公务繁忙，所以还是期望市长能看到我的留言吧！,临沧市政府办公室,张市长您好！我是来自曲靖的一个普通女生，毕业之际，我也和所有即将参加工作的人一样，都想去一个自己心中理想的地方工作，没错，我选择了物美景美的临沧。于是，我和我的同学们踏上了车程8小时以上的客车离乡来到这个连空气中都充满着青草味的地方，希望在临沧好好工作，回报父母，贡献社会。当然来到这第一件事就是租房，这是最大的一个问题，也是我今天想表达的一个疑惑。由于是外地姑娘，且工作需要上夜班，故而想寻觅一个小区房可能安全些，找了很多天，58同城上也看了很多，不看不知道，临沧房价真的是比较高（这里说的高是与当地GDP相较），不带家电不到50平米的房子不会低于一千RMB ，其他条件稍好一点的想想可知。市长，我是一个外地人，不懂政治经济也不懂物价局亦或房地产，只是一个刚离开学校的普通学生，我知道因为交通不发达，所以临沧物价普遍的高于其他地方，但难过的是连这里都要炒房吗？都要把房价定的这么高吗？对于中国人来说，房子意味着家，现在买房，以后租房，近些年全中国的一个潮流都是在“追房”，毕竟是大趋势下，而且那些地方发展也是很好的，也能理解。对于我们来说，家是曲靖的，也在昆明生活过，但是临沧，我真的很疑惑，这样一个慢节奏，自给自足，没有高速，甚至有的乡村寨子连水泥路都没有的地方也要这样哄抬房价？赶曲超昆是事实，真的不知道为什么。当然，或许随着大临铁路的建成，临沧的发展会越来越好，云南对外的旅游名片也不仅仅是大理丽江，像临沧这么原始的风土人情更是值得好好的发展！我知道市长公务繁忙，所以还是期望市长能看到我的留言吧！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
肯请临沧公共场所禁止吸烟,已办理,环保 建言,a***,2018-07-0422:25,云南是烟草大省，公共场所禁止吸烟，不会影响烟草公司收入。几千年来百姓都是男的吸烟，妻子吸二手烟，在街上，小区，车站，餐馆…人们随地吸烟，烟民的急剧增加，使得我只要走十步就就要遇到一个吸烟的，被呛。我家住4楼，到了24:00，依旧打不开窗（烟草味特浓），仅靠卫生间的小窗口呼吸。烟民在办公室吸烟，屡教不改。旁边的人无法办公。我在的办公室有一刺头头，旁边的女职工戴口罩上班，吸烟照旧，这样逼走了3个员工。烟民为何肆无忌惮，就是云南公共场所禁止吸烟没有开始，所以恳请市长，下令临沧，公共场所禁止吸烟，保护人们健康。吸烟容易得癌，因为吸烟得的癌，对药不敏感。癌，5年生存率约10%，美国自50年代开始公共场所禁止吸烟，癌大幅度下降，美国公布国会议员质问烟草公司首席执行官的视频。公务员在办公室吸烟，有损形象。还严重影响勤奋工作的员工。拜托了。,临沧市政府办,云南是烟草大省，公共场所禁止吸烟，不会影响烟草公司收入。几千年来百姓都是男的吸烟，妻子吸二手烟，在街上，小区，车站，餐馆…人们随地吸烟，烟民的急剧增加，使得我只要走十步就就要遇到一个吸烟的，被呛。我家住4楼，到了24:00，依旧打不开窗（烟草味特浓），仅靠卫生间的小窗口呼吸。烟民在办公室吸烟，屡教不改。旁边的人无法办公。我在的办公室有一刺头头，旁边的女职工戴口罩上班，吸烟照旧，这样逼走了3个员工。烟民为何肆无忌惮，就是云南公共场所禁止吸烟没有开始，所以恳请市长，下令临沧，公共场所禁止吸烟，保护人们健康。吸烟容易得癌，因为吸烟得的癌，对药不敏感。癌，5年生存率约10%，美国自50年代开始公共场所禁止吸烟，癌大幅度下降，美国公布国会议员质问烟草公司首席执行官的视频。公务员在办公室吸烟，有损形象。还严重影响勤奋工作的员工。拜托了。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
体育馆建议,已办理,文娱 建言,临***,2018-06-2613:44,我是临沧市的一名毕业高中生，自从临沧市的体育馆建成到现在，我发现很多设施是不向市民开放的。体育馆的设施较齐全，但是没有真正的用好这一资源。临沧很多地方都缺少规范的体育设施或者场地，临沧市民的体育锻炼没有得到充分的发挥。其实体育也是一种文化。向全民开放体育馆有助于培育临沧体育文化的发展。所以我想向市民定期开放体育馆是很好的。,临沧市政府办,我是临沧市的一名毕业高中生，自从临沧市的体育馆建成到现在，我发现很多设施是不向市民开放的。体育馆的设施较齐全，但是没有真正的用好这一资源。临沧很多地方都缺少规范的体育设施或者场地，临沧市民的体育锻炼没有得到充分的发挥。其实体育也是一种文化。向全民开放体育馆有助于培育临沧体育文化的发展。所以我想向市民定期开放体育馆是很好的。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
高速建设征地补偿公平、公正、公开问题,已办理,三农 求助,肖***,2018-06-1908:34,尊敬的张之政市长，您好！我是来自临沧市临翔区忙畔街道忙畔社区的一名普通百姓！最近因高速公路建设需要，家有部分田地需征收进行土方填装！土地征收方面我们积极配合，也希望早日修好高速，临沧快速发展！但是在土地经济作物补偿方面没有做到公平公正，有的按照补偿标准支撑，150元1株作物补助，有的不按标准，200元1株补助！而相同的经济作物，我们的只按40元1株，在这个问题上，存在特殊化，没有做到公平公正！经过多次协商没有达成一致意见，从侧面上也耽误了高速路施工进度，一些民工也因为没有协调好，没活可干，等了个把月回去了。说点题外话，之前因为一些事情影响到部分人的利益，所以我们和社区一级产生了一些矛盾，我认为在这个问题上存在私仇公报，他们街道和社区还警告我们，给我们一周时间考虑，协商不行就让联合执法强制实行，我们老百姓也不知道什么有效途径和方式维护利益，得知张市长您为百姓做了很多好事，所以特向张市长求助，希望得到一个公平公正的处理结果！如果需要提供其他相关信息，这是我的联系方式：18388981521，最后希望张市长工作顺利，生活愉快！,临沧市政府办公室,尊敬的张之政市长，您好！我是来自临沧市临翔区忙畔街道忙畔社区的一名普通百姓！最近因高速公路建设需要，家有部分田地需征收进行土方填装！土地征收方面我们积极配合，也希望早日修好高速，临沧快速发展！但是在土地经济作物补偿方面没有做到公平公正，有的按照补偿标准支撑，150元1株作物补助，有的不按标准，200元1株补助！而相同的经济作物，我们的只按40元1株，在这个问题上，存在特殊化，没有做到公平公正！经过多次协商没有达成一致意见，从侧面上也耽误了高速路施工进度，一些民工也因为没有协调好，没活可干，等了个把月回去了。说点题外话，之前因为一些事情影响到部分人的利益，所以我们和社区一级产生了一些矛盾，我认为在这个问题上存在私仇公报，他们街道和社区还警告我们，给我们一周时间考虑，协商不行就让联合执法强制实行，我们老百姓也不知道什么有效途径和方式维护利益，得知张市长您为百姓做了很多好事，所以特向张市长求助，希望得到一个公平公正的处理结果！如果需要提供其他相关信息，这是我的联系方式：18388981521，最后希望张市长工作顺利，生活愉快！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
永德县城区停车收费,已办理,城建 投诉,一***,2018-06-1409:26,停车收费可以，但是过程不规范，时间自己写，没有对证的票据，收费人员态度恶劣，语言辱骂,临沧市政府办,停车收费可以，但是过程不规范，时间自己写，没有对证的票据，收费人员态度恶劣，语言辱骂,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
世玺凤凰城附近是否纳入市政建设规划,已办理,城建 咨询,F***,2018-06-0210:26,张市长：          你好！我在世玺凤凰城认筹一套别墅，但是我父母认为小区附近南京凹一带配套设施不完善，人居环境较差，马上就到付首付时间。急于咨询，凤凰城附近一带近两年是否有市政建设规划，提高周边配套设施。万分感谢。,临沧市政府办,张市长：          你好！我在世玺凤凰城认筹一套别墅，但是我父母认为小区附近南京凹一带配套设施不完善，人居环境较差，马上就到付首付时间。急于咨询，凤凰城附近一带近两年是否有市政建设规划，提高周边配套设施。万分感谢。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
广场舞噪音扰民，耿马县政府不作为,已办理,政务 求助,阳***,2018-05-2609:45,尊敬的张市长您好：    非常抱歉打扰您，作为一名初生婴儿的父亲，我恳请您帮帮我。我家住在耿马县白马广场旁，每晚7:30到9:30广场会有几个队打歌。由于每个队伍都想自己的音响盖过其他队伍，所以广场的音乐声越来越大，设备的功率越来越大。对周边的群众生活造成了强烈的影响。年龄大的老人，准备高考的学生，还有我们这种家里有刚出生小孩的人家苦不堪言。打歌时我们测过分贝数都超过100了，强烈扰民。我们曾多次拨打报警电话，警方不理。我们又向环保局和文化局多次反应也没有人出面处理，互相踢皮球。我们实在忍不了才向您请求帮助，请您帮帮我们吧，我们只是希望合理健身，不要影响周边人的生活。有一些相关的管理办法，有实在的人出面负责。我建议像昆明桃园广场一样，在广场上设立噪音检测牌，超过规定的分贝就可以进行处罚，还老百姓一片安宁。希望您能倾听到我们的心声。对您表示感谢！,临沧市政府办,尊敬的张市长您好：    非常抱歉打扰您，作为一名初生婴儿的父亲，我恳请您帮帮我。我家住在耿马县白马广场旁，每晚7:30到9:30广场会有几个队打歌。由于每个队伍都想自己的音响盖过其他队伍，所以广场的音乐声越来越大，设备的功率越来越大。对周边的群众生活造成了强烈的影响。年龄大的老人，准备高考的学生，还有我们这种家里有刚出生小孩的人家苦不堪言。打歌时我们测过分贝数都超过100了，强烈扰民。我们曾多次拨打报警电话，警方不理。我们又向环保局和文化局多次反应也没有人出面处理，互相踢皮球。我们实在忍不了才向您请求帮助，请您帮帮我们吧，我们只是希望合理健身，不要影响周边人的生活。有一些相关的管理办法，有实在的人出面负责。我建议像昆明桃园广场一样，在广场上设立噪音检测牌，超过规定的分贝就可以进行处罚，还老百姓一片安宁。希望您能倾听到我们的心声。对您表示感谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
玉龙花园入住问题,已办理,城建 咨询,张***,2018-05-2511:26,您好，我是一名普通的打工者，我于2015年10月上交的玉龙花园公租房申请表，2017年1月24是我在临翔区公众信息网上看到分配到了3栋，但是至今为止没有收到过入住通知，现在单位马上要搬迁，员工宿舍也快住不了了，现在迫切需要这个房子，想问我什么时候才可以收到入住通知？若有打扰，敬请谅解，谢谢。,临沧市政府办,您好，我是一名普通的打工者，我于2015年10月上交的玉龙花园公租房申请表，2017年1月24是我在临翔区公众信息网上看到分配到了3栋，但是至今为止没有收到过入住通知，现在单位马上要搬迁，员工宿舍也快住不了了，现在迫切需要这个房子，想问我什么时候才可以收到入住通知？若有打扰，敬请谅解，谢谢。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
关于临沧金柏之春建房地址是否存在污染的问题,已办理,环保 求助,k***,2018-04-2415:58,张市长，您好！ 近期，临沧金柏之春商住小区将开工建设，听说这里以前属于临沧冶炼厂废渣倒弃处，现在是否可以开发建设居住小区，是否对购房居住人有身体危害，请您给予回复，谢谢！,临沧市政府办,张市长，您好！ 近期，临沧金柏之春商住小区将开工建设，听说这里以前属于临沧冶炼厂废渣倒弃处，现在是否可以开发建设居住小区，是否对购房居住人有身体危害，请您给予回复，谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
  在市国土临翔分局住宿区内建设停车场的问题,已办理,城建 求助,y***,2018-04-1511:23,敬的张市长:   您好！在您百忙之中，我们向你紧急反映问题。  我们是临沧市国土资源局临翔分局宿舍区的住户，试国土林翔分局于2018年4月12日晚19点30分召开，在宿舍区建设永久停车场通报会，住宿区20户住户大部分代表都参加了会议，会议通报:区委区政府决定要在市国土临翔分局宿舍区内建设永久停车场，并定于2018年4月16日开工建设。对于在我们住宿区内建设永久停车场的问题，20户住户是在市国土临翔分局月12日晚19:30通报会后才得知，在这时间之前没有接到任何通知也没有被征求过任何意见，我们认为这不符合相关法律规定。我们认为在宿舍区内不宜建设永久停车场，若建有几个以下几个方面不利影响和问题，现特向你做如下紧急诉求。首先是人身安全问题:   住宿区共有常住人口70多人。老的是90多岁高龄的抗战八路，小的是几个月的婴儿，若按市国土临翔分局通报的停车场建设方案在此建设停车场，住宿区的前院被停车场分隔后剩余的无法保障住宿区20户住户的车辆停放和人员的出行。道路极为狭窄，无法保障消防安全，存在较大的安全隐患。如果造成安全事故，相关人财损失将无法预见和估量！  其次是老年人活动场所问题:  若按市国土临翔分局通报的停车场建设方案在此建设停车场，住宿区住户近20多个60岁以上老人的活动场所就没有了。从关爱老人保障老年人权益角度上讲，政府及相关部门应积极采取措施，推进宜居环境建设为老年人提供安全，便利和舒适的环境。我们认为这不是在改善人居环境，而是破坏人居环境。  第三是住宿区的日照和通风和采光问题。    第四是产权损害问题。  我们的住房大多数都是与市国土临翔分局职工依法购买，并且不动产权证上有明确标注权力性质为出让/市场化商品房。共有宗地面积2926.28平方米，每套房屋建筑面积为106平方米，住宿区内的绿化带和通道等都包含在共有宗地范围面积内。我们认为，在宿舍区内建设停车场大幅度减少了我们宿舍区20户住户的共有产权，直接损害了我们合法权益。  我们恳求张市长给予充分考虑，我们住户的意见和实际困难！特此敬礼！                          2018年4月15日   户主:黄xx，张xx，钟xx，杨xx，杨xx，周xx，徐xx， 赵xx，赵xx， 李xx，郑xx，黄xx，王xx，杨xx，吴xx，杨xx，陈xx，李xx，李xx，董xx,临沧市政府办,敬的张市长:   您好！在您百忙之中，我们向你紧急反映问题。  我们是临沧市国土资源局临翔分局宿舍区的住户，试国土林翔分局于2018年4月12日晚19点30分召开，在宿舍区建设永久停车场通报会，住宿区20户住户大部分代表都参加了会议，会议通报:区委区政府决定要在市国土临翔分局宿舍区内建设永久停车场，并定于2018年4月16日开工建设。对于在我们住宿区内建设永久停车场的问题，20户住户是在市国土临翔分局月12日晚19:30通报会后才得知，在这时间之前没有接到任何通知也没有被征求过任何意见，我们认为这不符合相关法律规定。我们认为在宿舍区内不宜建设永久停车场，若建有几个以下几个方面不利影响和问题，现特向你做如下紧急诉求。首先是人身安全问题:   住宿区共有常住人口70多人。老的是90多岁高龄的抗战八路，小的是几个月的婴儿，若按市国土临翔分局通报的停车场建设方案在此建设停车场，住宿区的前院被停车场分隔后剩余的无法保障住宿区20户住户的车辆停放和人员的出行。道路极为狭窄，无法保障消防安全，存在较大的安全隐患。如果造成安全事故，相关人财损失将无法预见和估量！  其次是老年人活动场所问题:  若按市国土临翔分局通报的停车场建设方案在此建设停车场，住宿区住户近20多个60岁以上老人的活动场所就没有了。从关爱老人保障老年人权益角度上讲，政府及相关部门应积极采取措施，推进宜居环境建设为老年人提供安全，便利和舒适的环境。我们认为这不是在改善人居环境，而是破坏人居环境。  第三是住宿区的日照和通风和采光问题。    第四是产权损害问题。  我们的住房大多数都是与市国土临翔分局职工依法购买，并且不动产权证上有明确标注权力性质为出让/市场化商品房。共有宗地面积2926.28平方米，每套房屋建筑面积为106平方米，住宿区内的绿化带和通道等都包含在共有宗地范围面积内。我们认为，在宿舍区内建设停车场大幅度减少了我们宿舍区20户住户的共有产权，直接损害了我们合法权益。  我们恳求张市长给予充分考虑，我们住户的意见和实际困难！特此敬礼！                          2018年4月15日   户主:黄xx，张xx，钟xx，杨xx，杨xx，周xx，徐xx， 赵xx，赵xx， 李xx，郑xx，黄xx，王xx，杨xx，吴xx，杨xx，陈xx，李xx，李xx，董xx,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
玉龙花园公租房的申诉,已办理,城建 求助,临***,2018-04-1310:45,尊敬的市长先生，我是一名普通的市民，14年可以入住玉龙花园，我很高兴，感谢您为我们解决了住房问题，住到现在三年了，17年的时候听说可以购买公租房，我们有心想买可是经济能力不足，这一年也有点积蓄，孩子大了，该读书了，想说一直租着，房租也是要出的，不如凑点钱买了吧……去玉龙花园物管那里打听，他们说去售楼部买，去售楼部咨询拿了表，东跑西跑的盖章填表，找亲戚凑了点钱，今年三月份十五号去问交钱事宜，过了几天去付钱的时候，售楼部说三月份财务做账不可以付款，让我们四月份去，四月一号是周末，我们二号一大清早就去了，售楼部的说要等，结果等到下午，打电话说不让买了，让我们等着，我就想问问您，好不容易，能在城里面定下来，什么都准备好了，却被人家一句话打回来了，真是上面动动嘴，下面跑断腿，市长先生，希望你给个答复，为了这件事家里面没少操心！谢谢您了,市政府办,尊敬的市长先生，我是一名普通的市民，14年可以入住玉龙花园，我很高兴，感谢您为我们解决了住房问题，住到现在三年了，17年的时候听说可以购买公租房，我们有心想买可是经济能力不足，这一年也有点积蓄，孩子大了，该读书了，想说一直租着，房租也是要出的，不如凑点钱买了吧……去玉龙花园物管那里打听，他们说去售楼部买，去售楼部咨询拿了表，东跑西跑的盖章填表，找亲戚凑了点钱，今年三月份十五号去问交钱事宜，过了几天去付钱的时候，售楼部说三月份财务做账不可以付款，让我们四月份去，四月一号是周末，我们二号一大清早就去了，售楼部的说要等，结果等到下午，打电话说不让买了，让我们等着，我就想问问您，好不容易，能在城里面定下来，什么都准备好了，却被人家一句话打回来了，真是上面动动嘴，下面跑断腿，市长先生，希望你给个答复，为了这件事家里面没少操心！谢谢您了,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
临沧市马台乡盖房问题,已办理,三农 投诉,平***,2018-04-1215:38,尊敬的张市长，您好，我是临沧市临翔区马台乡全河村谢家组的村民，2017年当地政府单位工作人员到家里说要将老房子拆掉给我们盖新的房子（按照四口人，72平米），说是时间紧让我们在一定时间内必须拆，我们照办了，直到2018年1月都没有人来给盖新房子，现在又说要让我们自己出钱盖，政府补助3万元，目前家中困难无房子可住，也没有钱盖房子。据很多老乡反映，马台乡的被拆掉的承诺要盖的房子现在都是空的，没人来理会，很多人家住在很小很窄的茅草房里面。希望领导能够帮助我们，让我们拥有一个辛福的家园。祝：万事如意 一切顺心,临沧市政府办,尊敬的张市长，您好，我是临沧市临翔区马台乡全河村谢家组的村民，2017年当地政府单位工作人员到家里说要将老房子拆掉给我们盖新的房子（按照四口人，72平米），说是时间紧让我们在一定时间内必须拆，我们照办了，直到2018年1月都没有人来给盖新房子，现在又说要让我们自己出钱盖，政府补助3万元，目前家中困难无房子可住，也没有钱盖房子。据很多老乡反映，马台乡的被拆掉的承诺要盖的房子现在都是空的，没人来理会，很多人家住在很小很窄的茅草房里面。希望领导能够帮助我们，让我们拥有一个辛福的家园。祝：万事如意 一切顺心,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
请求解决进村道路,已办理,交通 求助,環***,2018-04-0515:27,云县爱华镇平掌村三组进村道路，目前仍为土路，坑洼不平，晴天，风沙较大，特别下雨天，道路泥滑，学校比较远，给各村组村民孩子上学带来安全隐患，也给老人出行带来不便，给各村民的生产生活造成不良影响，为此路，各村民期盼市长给予帮助与解决！以此为谢！,临沧市政府办,云县爱华镇平掌村三组进村道路，目前仍为土路，坑洼不平，晴天，风沙较大，特别下雨天，道路泥滑，学校比较远，给各村组村民孩子上学带来安全隐患，也给老人出行带来不便，给各村民的生产生活造成不良影响，为此路，各村民期盼市长给予帮助与解决！以此为谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
